LAR_EUS_EGOK	LAR_EUS_ORIG	LAR_EUS_UNIDECODE	SARASOLA	SARASOLA1745	WIKIDATA	OEH
gaitzetsi	gaitzetsi	gaitzetſi	gaitzetsi		gaitzetsi	gaitzetsi
higindu	higuindu	higuindu				
gorrotoa	gorrotoa	gorrotoa	gorroto		gorroto	gorroto
gaitserizkoa	gaitserizcoa	gaitſerizcoa				
gaitziriztea	gaitziriztea	gaitziriztea	gaitzirizte	gaitzirizte		gaitzirizte
izan	izan	izan	izan		izan	izan
iduki	iduqui	iduqui				
gorrotatzen	gorrotatzen	gorrotatzen				
nazu	nazu	nazu				
zaitut	zaitut	zaitut				
gaitzesten	gaitzesten	gaitzeſten				
gorrotoa	gorrotoa	górrotoa	gorroto		gorroto	gorroto
gaitzerizkoa	gaitzerizcoa	gaitzerizcoa	gaitzerizkoa			
didazu	didazu	didazu				
dizut	dizut	dizut				
gorrotatua	gorrotatua	gorrotatua	gorrotatu		gorrotatu	gorrotatu
gaitzesia	gaitzesia	gaitzeſia				
gaitzesitua	gaitzesitua	gaitzeſitua				
gorrotagarria	gorrotagarria	gorrotagarria	gorrotagarri		gorrotagarri	gorrotagarri
gaitzetsigarria	gaitzetsigarria	gaitzetſigarria	gaitzetsigarri	gaitzetsigarri		
erabea	erabea	erabea				erabe
nere	nere	nere				
gaitzerestea	gaitzerestea	gaitzereſtea				gaitzereste
gaiztesiera	gaiztesiera	gaizteſiera				
igoria	igoria	igoria				igori
borta	borta	borta	borta		borta	borta
bertiztu	bertiztu	bertiztu	bertiztu	bertiztu		
bertitza	bertitza	bertitzá	bertitz	bertitz		
bertitzaz	bertitzaz	bertitzaz				
erditzea	erditzea	erditzea			erditze	erditze
mugaitzean	mugaitzean	mugaitzean				
aurra	aurra	aurra				aur
seiina	seiina	ſeiiña				
humea	humea	humea				
botatzea	botatzea	botatzea				botatze
askotan	ascotan	aſcotan	askotan			
humea@bota	humea@bota	humea@bota				
du	du	du				
edariak	edariac	edariac	edari		edari	edari
artzen	arzen	arzen				
botatzeko	botatzeco	botatzeco				
erditzeko	erditzeco	erditzeco				
bertizteko	bertizteco	bertizteco				
jaioa	jaioa	jaioa	jaio		jaio	jaio
sortua	sortua	ſortua	sortu		sortu	
hume	hume	hume				
botatua	botatua	botatua	botatu		botatu	botatu
erditze	erditze	erditze			erditze	erditze
gaitza	gaitza	gaitza	gaitz		gaitz	gaitz
uanditu	uanditu	uanditu				
buiasu	buyasu	buyaſu				
uanditua	uanditua	uanditua				
buiatua	buyatua	buyatua	buiatu	buiatu	buiatu	buiatu
botinatua	botinatua	botiñatua				
motetu	motetu	motetú				
ninikatzea	ninicatzea	ninicatzea				
moteatzen	moteatzen	moteatzen				
asi	asi	aſi				
motea	motea	motea				mote
ernetzen	ernetzen	ernetzen				
agertzen	aguertzen	aguertzen				
ateratzen	ateratzen	ateratzen				
ninikatzen	ninicatzen	ninicatzen				
motetua	motetua	motetua				
motez	motez	motez				
jantzia	jancia	jancia	jantzi		jantzi	jantzi
botonadura	botonadura	botonadura				
uztaitu	uztaitu	uztaitu				
uztaiaren	uztayaren	uztayaren				
uztaitua	uztaitua	uztaitua				uztaitu
uztaiatua	uztayatua	uztayatua				
gisa	guisa	guiſa	gisa		gisa	gisa
ezarria	ezarria	ezarria	ezarri		ezarri	ezarri
kaia	caya	caya			kai	kai
kaea	caea	caea				
abrazo	abrazo	abrazo				
erre	erre	erre	erre		erre	erre
errea	errea	errea	erre		erre	erre
erretzailea	erretzallea	erretzallea	erretzaile		erretzaile	erretzaile
kemar	quemar	quemar				
entzender	encender	encender				
inftamar	inftamar	inftamar				
erretzen	erretzen	erretzen	erretzen			
bizirik	biciric	biciric	bizirik			
erredura	erredura	erredura	erredura		erredura	erredura
errapena	errapena	errapena				errapen
laztandu	laztandu	laztandu	laztandu		laztandu	laztandu
laztanegin	laztaneguin	laztaneguin				
besarkatu	besarcatu	beſarcatu	besarkatu		besarkatu	besarkatu
arraiztu	arraiztu	arraiztu				
alkar	alcar	alcar	alkar			
laztanak	laztanac	laztanac	laztan		laztan	laztan
laztandua	laztandua	laztandua	laztandu		laztandu	laztandu
besarkatua	besarcatua	beſarcatua	besarkatu		besarkatu	besarkatu
arraiztua	arraiztua	arraiztua				arraiztu
laztanaria	laztanaria	laztanaria				laztanari
laztangilea	laztanguillea	laztanguillea				
laztan	laztan	laztan	laztan		laztan	laztan
emailea	emallea	emallea	emaile		emaile	emaile
besarkaria	besarcaria	beſarcaria				
besarkatzailea	besarcatzallea	beſarcatzallea	besarkatzaile			besarkatzaile
ar	ar	ar	ar		ar	ar
aitzaria	aitzaria	aitzaria				
arraitzailea	arraitzallea	arraitzallea				
laztana	laztana	laztana	laztan		laztan	laztan
besarkatzea	besarcatzea	beſarcatzea				besarkatze
besarkera	besarquera	beſarquera				
arraizia	arraicia	arraicia	arraizia			
indazu	indazu	indazu				
egidazu	eguidazu	eguidazu				
arpoiak	arpoyac	arpoyac	arpoi		arpoi	arpoi
egoa	egoa	egoa			ego	
egoia	egoia	egoia				
abere	abere	abere	abere		abere	abere
aberebar	aberevar	aberevar				
ederatu	ederatu	ederatu				
edaran	edaran	edaran	edaran			
abereak	abereac	abereac	abere		abere	abere
edanerazo	edanerazo	edanerazo				
edanarazi	edanaraci	edanaraci	edanarazi			
edateratu	edateratu	edateratu				
ederatua	ederatua	ederatua				
edarana	edarana	edarana	edaran			edaran
edanerazoa	edanerazoa	edanerazoa				
edanerazia	edaneracia	edaneracia				
edateratua	edateratua	edateratua				
abereen	abereen	abereen				
edatokia	edatoquia	edatoquia				edatoki
ederatokia	ederatoquia	ederatoquia				
konpendio	compendio	compendio				
laburtu	laburtu	laburtu	laburtu		laburtu	laburtu
txaburtu	chaburtu	chaburtu				
laburtua	laburtua	laburtua	laburtu		laburtu	laburtu
txaburtua	chaburtua	chaburtua				
luburtua	luburtua	luburtua				
labur	labur	labur	labur			
laburtzailea	laburtzallea	laburtzallea				laburtzaile
laburtaria	laburtaria	laburtaria				
txaburtzailea	chaburtzallea	chaburtzallea				
txaburtaria	chaburtaria	chaburtaria				
laburrera	laburrera	laburrera				
txaburrer	chaburrer	chaburrer				
hitzasia	hitzasia	hitzaſia				
ae	ae	æ				
lasterregizu	lasterreguizu	laſterreguizu				
ea	ea	ea	ea			
agudo	agudo	agudo	agudo		agudo	agudo
laster	laster	laſter	laster		laster	laster
biziro	biciro	biciró	biziro			
azkenean	azquenean	azquenean	azkenean			
esateagatik	esateagatic	eſateagatic				
diot	diot	diot				
ezen	ecen	ecen	ezen		ezen	ezen
bein	bein	beiñ				
bukatzeko	bucatzeco	bucatzeco				
askenean	asquenean	aſquenean				
hitz	hitz	hitz	hitz		hitz	hitz
batez	batez	batez				
esateko	esateco	eſateco	esateko		esateko	esateko
alperkerian	alperquerian	alperquerian				
sartzea	sartzea	ſartzea				sartze
alper	alper	alper	alper		alper	alper
sartua	sartua	ſartua	sartu		sartu	sartu
izia	icia	icia				
erraz	erraz	erraz	erraz		erraz	erraz
irekitzen	irequitzen	irequitzen				
muikak	muicac	muicac				muik
irekitzailea	irequitzallea	irequitzallea				irekitzaile
otailaria	otallaria	otallaria	otailari	otailari		otailari
nozgeitza	nozgueitza	nozgueitza				
briga	briga	briga				
berotu	berotu	berotu	berotu		berotu	berotu
nozgetu	nozguetu	nozguetu				
dezu	dezu	dezu				
aeu	aeu	áeu				
oroldu	oroldu	oroldu				
badau	badau	badau				
nok	noc	noc				
oroldua	oroldua	oroldua				oroldu
leku	lecu	lecu	leku		leku	leku
segurura	segurura	ſegurura				
biribil	biribil	biribil	biribil		biribil	biribil
latzea	latzea	latzea				
seguruan	seguruan	ſeguruan				
gordetzea	gordetzea	gordetzea	gordetze			gordetze
ezkutatzea	ezcutatzea	ezcutatzea				ezkutatze
beroa	beroa	beroa	bero		bero	bero
otzetie	otzetie	otzetie				
gordea	gordea	gordea	gorde		gorde	gorde
segurua	segurua	ſegurua	seguru		seguru	seguru
nozgea	nozguea	nozguea				nozge
abrigua	abrigua	abrigua	abrigu		abrigu	abrigu
seguro	seguro	ſeguro	seguro			
eguzkiaz	eguzquiaz	eguzquiaz				
suaz	suaz	ſuaz				
berotzea	berotzea	berotzea				berotze
berotasuna	berotasuna	berotaſuna	berotasun		berotasun	berotasun
pirila	pirilla	pirilla				
jorraila	jorrailla	jorrailla	jorrail	jorrail		jorrail
pirilean@euri	pirillean@euri	pirillean@euri				
betean	betean	betean				
idiki	idiqui	idiqui	idiki			
zabaldu	zabaldu	zabaldu	zabaldu		zabaldu	zabaldu
ireki	irequi	irequi	ireki		ireki	ireki
idekiezak	idequiezac	idequiezac				
ate	ate	ate	ate		ate	ate
zabelezazu	zabelezazu	zabelezazu				
eskua	escua	eſcua	esku		esku	esku
autsi	autsi	autſi				
urratu	urratu	urratu	urratu	urratu	urratu	urratu
erdiratu	erdiratu	erdiratu	erdiratu		erdiratu	erdiratu
zeatu	ceatu	ceatu				
zatitu	zatitu	zatitu	zatitu		zatitu	zatitu
begi	begui	begui	begi		begi	begi
gora	gora	gora	gora		gora	gora
bera	bera	bera	bera		bera	bera
itxi	ichi	ichi	itxi		itxi	itxi
urratua	urratua	urratua	urratu	urratu	urratu	urratu
autsitua	autsitua	autſitua				
erdiratua	erdiratua	erdiratua	erdiratu		erdiratu	erdiratu
zeatua	ceatua	ceatua				
zatitua	zatitua	zatitua	zatitu		zatitu	zatitu
idikiro	idiquiro	idiquiró				
idekiro	idequiro	idequiro				
zabalkiro	zabalquiro	zabalquiro	zabalkiro	zabalkiro		
otzana	otzana	otzaná	otzan	otzan	otzan	otzan
gizon	guizon	guizon	gizon		gizon	gizon
koskabagea	coscabaguea	coſcabaguea				
azpilduragabea	azpilduragabea	azpilduragabea				
miaurtua	miaurtua	miaurtuá				
azarrakatua	azarracatua	azarracátua				
miauria	miauria	miauria				
hendertse	henderse	henderſe				
arrakatu	arracatu	arracatú				
miaurtu	miaurtu	miaurtú				
azarraktu	azarractu	azarractu				
indargea	indarguea	indarguea				indarge
indargetzea	indarguetzea	indarguetzea				
indarbagetzea	indarbaguetzea	indarbaguetzea				
legeren	legueren	legueren				
indargetu	indarguetu	indarguetú	indargetu	indargetu	indargetu	indargetu
indarbagetn	indarbaguetn	indarbaguetñ				
lege	legue	legue	lege		lege	lege
indargetua	indarguetua	indarguetua	indargetu	indargetu	indargetu	
indarbagetua	indarbaguetua	indarbaguetua				
anular	anular	anular				
rebokar	revocar	revocar				
sasilarra	sasilarra	ſaſilarra	sasilar			
saparlarra	saparlarra	ſaparlarra				
burnilarrak	burnilarrac	burnilarrac				
zedeneztatu	cedeneztatu	cedeneztatu				
zerreneztatu	cerreneztatu	cerreneztatu				
zedenez	cedenez	cedenéz				
zerrenez	cerrenez	cerrenéz				
zedeneztatua	cedeneztatua	cedeneztatua				zedeneztatu
broqneldu	broqneldu	broqneldu				
ezkutuaz	ezcutuaz	ezcutuaz				
estaltzea	estaltzea	eſtaltzea				
brokeldua	broqueldua	broqueldua				brokeldu
ezkutatua	ezcutatua	ezcutatua	ezkutatu		ezkutatu	ezkutatu
estalia	estalia	eſtalia	estali		estali	estali
ezkutatu	ezcutatu	ezcutatu	ezkutatu		ezkutatu	ezkutatu
ezkutua	ezcutua	ezcutua	ezkutu		ezkutu	ezkutu
eskudo	escudo	eſcudo				
i	y	y	i			
eskudartse	escudarse	eſcudarſe				
txitxare	chichare	chichare	txitxare	txitxare		
belaarra	belaarra	belaárra				
brumar	brumar	brumar				
anditsu	anditsu	anditſu				
zornatua	zornatua	zornatua	zornatu	zornatu	zornatu	zornatu
zolditua	zolditua	zolditua	zolditu	zolditu		
eskonder	esconder	eſconder				
ausentartse	ausentarse	auſentarſe				
pekatutik	pecatutic	pecatutic				
gaizkitik	gaizquitic	gaizquitic				
libretzat	libretzat	libretzat				
askatutzat	ascatutzat	aſcatutzát				
ematea	ematea	emátea				emate
Asbsolbitu	Asbsolvitu	Aſbſolvitú				
askatu	ascatu	aſcatú	askatu		askatu	askatu
deslotu	deslotu	deslotú	deslotu	deslotu	deslotu	deslotu
absolitzea	absolitzea	abſolitzea				
askatzea	ascatzea	aſcatzea				askatze
deslotzea	deslotzea	deslotzea				
absolizioa	absolicioa	abſolicioa				
as-	as-	aſ-				
katura	catura	caturá				
deslotura	deslotura	desloturá				
absklaitua	absclaitua	abſclaitua				
askatua	ascatua	aſcatua	askatu		askatu	askatu
deslotaa	deslotaa	deslotaa				
absoloigarriak	absoloigarriac	abſoloigarriac				
itxir	ichir	ichir				
ertsiroa	ertsiroa	ertſiróá				
guziro	guciro	guciró	guziro			
deblauki	deblauqui	deblauqui	deblauki			
deblaukiro	deblauquiro	deblauquiró				
itxiro	ichiro	ichiró				
zeuan	ceuan	ceuan				
zedila	cedilla	cedilla				
os	os	oſ				
or	or	or	or		or	or
inori	inori	iñori				
eztitxekana	eztichecana	eztichecana				
gauzaren	gauzaren	gauzaren				
ezteuana	ezteuana	ezteuana				
naigineta	naiguineta	naiguiñeta				
bkar	bcar	bcar				
ondasunaren	ondasunaren	ondaſunaren				
jabe	jabe	jabe	jabe		jabe	jabe
oso	oso	oſo	oso		oso	oso
oro	oro	oro	oro			
itxiroko	ichiroco	ichirocó				
guzirok	guciroc	guciroc				
erausiak	erausiac	eráuſiac	erausi	erausi	erausi	erausi
esak	esac	eſác				
hitzak	hitzac	hitzac	hitz		hitz	hitz
datorkit	datorquit	dátorquit				
ikaratzen	icaratzen	icarátzen				
nauteen	nauteen	nauteén				
guziroko	guciroco	gucirocó				
erausi	erausi	erauſi	erausi	erausi	erausi	erausi
batzuekin	batzuequin	bátzuequin				
sortatu	sortatu	ſortatú	sortatu			
arritu	arritu	arritu				
kordebagetuae	cordebaguetuae	cordebaguetuæ				
bezala	bezala	bezala	bezala			
sorra	sorra	ſorrá	sor		sor	sor
jortu	jortu	jortú				
gorr	gorr	gorr				
a	a	a	a			
sorraa	sorraa	ſorraá				
sortua	sortua	ſortuá	sortu		sortu	
korde	corde	corde	korde		korde	korde
bagetua	baguetua	baguetua				
bezala	bezala	bézala	bezala			
arritua	arritua	arritua				
gelditu	guelditu	guelditu	gelditu		gelditu	gelditu
arriturik	arrituric	arrituric				
geratu	gueratu	gueratu	geratu		geratu	geratu
kordebagetu	cordebaguetu	cordebaguetu	kordebagetu	kordebagetu		
gelditzea	guelditzea	guelditzea				gelditze
arritzea	arritzea	arritzea				
kordebagetzea	cordebaguetzea	cordebaguetzea				
beezala	beezala	beézala				
kedartse	quedarse	quedarſe				
komo	como	como				
sju	sju	ſju				
sentido	sentido	ſentido	sentido			
txukatzaria	chucatzaria	chucatzaria				
idortaria	idortaria	idortaria				
zerbait	cerbait	cerbait	zerbait			
egitetik	eguitetic	eguitetic				
egiratzea	eguiratzea	eguiratzea				
gaitz	gaitz	gaitz	gaitz		gaitz	gaitz
egitktik	eguitctic	eguitctic				
gordetzen	gordetzen	gordetzen				
begiratzen	beguiratzen	beguiratzen				
zten	zten	zten				
utzitzendeugaitzik	vtzitzendeugaitzic	vtzitzendeugaitzic				
eouitea	eouitea	eouitea				
jokotik	jocotic	jocotic				
ardotik	ardotic	ardotic				
begiratzea	beguiratzea	beguiratzea			begiratze	begiratze
urrijalea	urrijalea	urrijalea				urrijale
urriiaria	urriiaria	urriiaria				
jaten	jaten	jaten	jaten		jaten	jaten
deuana	deuana	deuaná				
urrijaldura	urrijaldura	urrijaldura				
abstinennentzia	abstinennencia	abſtinennencia				
urrijalpena	urrijalpena	urrijalpena				
kordearen	cordearen	cordearen				
galtzeaz	galtzeaz	galtzeaz				
berekikotzea	berequicotzea	berequicotzea				
buruaren	buruaren	buruaren				
ajolaz	ajolaz	ajolaz				
arduraz	arduraz	arduraz				
bizitzea	bicitzea	bicitzea				bizitze
kordea	cordea	cordea	korde		korde	korde
galdua	galdua	galdua	galdu		galdu	galdu
kordebagetua	cordebaguetua	cordebaguetua	kordebagetu	kordebagetu		
berekikotua	berequicotua	berequicotua				
barrenkoia	barrencoia	barrencoia	barrenkoi		barrenkoi	barrenkoi
bururen	bururen	bururen				
bizi	bici	bici	bizi		bizi	bizi
dana	dana	dana	dan			dan
neurekikotua	neurequicotua	neurequicotua				
zerekikotua	cerequicotua	cerequicotua				zerekikotu
zure	zure	zure				
zenrekikotua	zenrequicotua	zenrequicotua				
gerekikotua	guerequicotua	guerequicotua				
utseragoa	utseragoa	utſeragoa				
utseragotu	utseragotu	utſeragotu				
itxia	ichia	ichia	itxi		itxi	itxi
ertsia	ertsia	ertſia				
egokieza	egoquieza	egoquieza	egokiez	egokiez		egokiez
egokibagea	egoquibaguea	egoquibaguea				
beartzakea	bearzaquea	bearzaquea				
bearreztana	bearreztana	bearreztana				
beartzake	bearzaque	bearzaque				
ikaragarria	icaragarria	icaragarria	ikaragarri			ikaragarri
dek	dec	dec				
basoilarra	basollarra	baſollarra	basoilar		basoilar	basoilar
kukurusta	cucurusta	cucuruſtá	kukurusta			
ate	ate	até	ate		ate	ate
ata	ata	ata	at			
mueta	mueta	mueta	mueta			
egazti	egazti	egazti				
aztinantza	aztinanza	aztinanzá	aztinantza	aztinantza		
gaiztoko	gaiztoco	gaiztoco				
ere	ere	ere	ere		ere	ere
dan	dan	dan	dan			
basoilarra	basollarra	baſollarrá	basoilar		basoilar	basoilar
abis	avis	avis				
kasta	casta	caſta	kasta		kasta	kasta
amona	amona	amoná	amona	amona	amona	amona
amanagusia	amanagusia	amanaguſia				
amasaba	amasaba	amaſaba	amasaba	amasaba		
amasoa	amasoa	amaſoa	amaso			amaso
amagoia	amagoya	amagoya	amagoi	amagoi		amagoi
esaiok	esayoc	eſayoc				
esanegiok	esaneguioc	eſaneguioc				
hire	hire	hire				
amonari	amonari	amonari				
amasabari	amasabari	amaſabari				
aitona	aitona	aitona	aitona	aitona	aitona	aitona
aitanagusia	aitanagusia	aitanaguſia				
aitasaba	aitasaba	aitaſaba	aitasaba	aitasaba		
aitasoa	aitasoa	aitaſoa	aitaso			aitaso
aitagoia	aitagoya	aitagoya	aitagoi	aitagoi		aitagoi
ara	ara	ara	ara		ara	ara
gure	gure	guré				
gurasoen	gurasoen	guraſoen				
eran	eran	eran				
denboran	demboran	demboran				
asabak	asabac	aſabac	asab		asab	asab
o	o	o	o			
orrekin	orrequin	orrequin				
orrez	orrez	orrez				
naste	naste	naſte				
buelta	vuelta	vuelta	buelta		buelta	buelta
bien	bien	bien				
buena	buena	buena				
buiatua	buiatua	buiatua	buiatu	buiatu	buiatu	buiatu
aurpegi	aurpegui	aurpegui	aurpegi		aurpegi	aurpegi
ubel	ubel	ubel	ubel		ubel	ubel
daukana	daucana	daucana				
ubeltzea	vbeltzea	vbeltzea				ubeltze
uanditzea	uanditzea	uanditzea				
buiatu	buyatu	buyatu	buiatu	buiatu	buiatu	buiatu
aundiagotu	aundiagotu	aundiagotu				
andiagotu	andiagotu	andiagotu				
geitu	gueitu	gueitu				
geiagotu	gueiagotu	gueiagotu				
lodia@da	lodia@da	lodia@da				
dirudi	dirudi	dirudi				
geiegi	gueyegui	gueyegui				
lodi	lodi	lodi	lodi		lodi	lodi
aundiegi	aundiegui	aundiegui				
lodiegi	lodiegui	lodiegui				
Cein	Cein	Cein				
zein	cein	cein	zein			
izango	izango	izango				
anditua	anditua	anditua				
andiagotua	andiagotua	andiagotua				
geitua	gueitua	gueitua				
geiagotua	gueiagotua	gueiagotua				
andiagotzailea	andiagotzallea	andiagotzallea				
geitzailea	gueitzallea	gueitzallea				
geiagotzailea	gueiagotzallea	gueiagotzallea				
andia	andia	andia				
lodia	lodia	lodia	lodi		lodi	lodi
izatea	izatea	izatea			izate	izate
iduritzea	iduritzea	iduritzea				iduritze
bulto	bulto	bulto	bulto			
iioria	iyoria	iyoria				
ioritasuna	ioritasuna	ioritaſuna				
iioritasuna	iyoritasuna	iyoritaſuna				
ugaritasuna	ugaritasuna	ugaritaſuna	ugaritasun	ugaritasun	ugaritasun	ugaritasun
naroa	naroa	naroá	naro	naro		naro
narotasuna	narotasuna	narotaſuna	narotasun	narotasun	narotasun	narotasun
frankotasuna	francotasuna	francotaſuna	frankotasun			frankotasun
gauza	gauza	gauza	gauza		gauza	gauza
ugaria	vgaria	vgaria	ugari		ugari	ugari
guziak	guciac	guciac				
ugari@dituzu	ugari@dituzu	ugari@dituzu				
ioritsua	ioritsua	ioritſua				
ugaritsua	ugaritsua	ugaritſua	ugaritsu	ugaritsu		ugaritsu
narotsua	narotsua	narotſua	narotsu	narotsu		
ioria	ioria	ioriá				
ugaria	ugaria	ugariá	ugari		ugari	ugari
iori	iori	iori				
dator	dator	dator				
urtea	vrtea	vrtea	urte		urte	urte
urtea	urtea	urtea	urte		urte	urte
ioriro	ioriro	ioriró				
ugariro	ugariro	ugariró	ugariro	ugariro		
ioriki	ioriqui	ioriqui				
ugariki	ugariqui	ugariqui	ugariki	ugariki		
naroki	naroqui	naroqui	naroki	naroki		
naro	naro	naró	naro	naro		
oparo	oparo	oparó	oparo	oparo		
opipare	opipare	opipare				
oparo	oparo	oparo	oparo	oparo		
orapildu	orapildu	orapildu				
gorribeztua	gorribeztua	gorribeztua				
astotua	astotua	aſtotua	astotu	astotu		astotu
asto	asto	aſto	asto		asto	asto
biurtua	biurtua	biurtua				
mutil	mutill	mutill	mutil		mutil	mutil
astotutzea	astotutzea	aſtotutzea				
astotzea	astotzea	aſtotzea				
biurtzea	biurtzea	biurtzea				
gogaizioa	gogaicioa	gogaicioa				gogaizio
gogaitzea	gogaitzea	gogaitzea				
gogaipena	gogaipena	gogaipena				gogaipen
gogaitu	gogaitu	gogaitu	gogaitu		gogaitu	gogaitu
gogaiterazo	gogaiterazo	gogaiterazo	gogaiterazo	gogaiterazo		
gogaitarazi	gogaitaraci	gogaitaraci	gogaitarazi	gogaitarazi		
gogaiteragin	gogaiteraguin	gogaiteraguin				
gogaitzen	gogaitzen	gogaitzen				
gogaitua	gogaitua	gogaitua	gogaitu		gogaitu	gogaitu
gaizki-usatzea	gaizqui-vsatzea	gaizqui-vſatzea				
dongarousatzea	dongarovsatzea	dongaróvſatzea				
ondasunaz	ondasunaz	ondaſunaz				
doainaz	doainaz	doaiñaz				
dongaro	dongaro	dongaró	dongaro	dongaro		
usatzen	vsatzen	vſatzen				
ondasunak	ondasunac	ondaſunac	ondasun		ondasun	ondasun
doainak	doainac	doaiñac				
erabili	erabilli	erabilli	erabili		erabili	erabili
darabiltza	darabiltza	dárabiltza				
darabiltzi	darabiltzi	dárabiltzi				
bere	bere	beré	bere			
ondasunak	ondasunac	ondaſúnac	ondasun		ondasun	ondasun
usadio	vsadio	vſadio	usadio	usadio	usadio	usadio
gaistoa	gaistoa	gaiſtoa				gaisto
dongea	donguea	dongueá	donge		donge	donge
usadio@gaiztoz	vsadio@gaiztoz	vſadio@gaiztoz				
deunguaz	deunguaz	deunguaz				
egiten	eguiten	eguiten				
usu	usu	uſu	usu		usu	usu
uso	uso	uſo	uso		uso	uso
eganagisa	eganaguisa	eganaguiſa				
lurtarra	lurtarra	lúrtarra	lurtar	lurtar	lurtar	lurtar
ezin	ecin	ecin	ezin		ezin	ezin
egaa	egaa	egaa	egaa			
deuana	deuana	deuana				
abis@tarda	avis@tarda	avis@tarda				
otida	otida	otida				
ae	ae	ae				
abubil@la	abubil@la	abubil@la				
ona	ona	oná	on		on	on
onara	onara	onará				
onat	onat	onat				
unat	unat	unat				
onarat	onarat	onarat				
orra	orra	orrá	or		or	or
orrara	orrara	orrará				
orrat	orrat	orrat				
atoz	atoz	atoz				
onarar	onarar	onarár				
eldu	eldu	eldu				
zato	zato	zato	zato	zato		
betor	betor	betor	betor			
onago	onago	onago				
onarago	onarago	onarago				
onatago	onatago	onatago				
onontz	ononz	ononz				
unontz	unonz	unonz				
onontzago	ononzago	ononzago				
unontzago	unonzago	unonzago				
arontz	aronz	aronz				
aruntz	arunz	arunz				
arontzago	aronzago	aronzago				
aruntzago	arunzago	arunzago				
Noiz	Noiz	Noiz				
ezkero	ezquero	ezquero	ezkero			
noiz	noiz	noiz	noiz			
ezkeroz	ezqueroz	ezqueroz				
noizdanik	noizdanic	noizdanic	noizdanik	noizdanik		
arrezkero	arrezquero	arrezquero				
azkero	azquero	azquero	azkero			
arrezkeroz	arrezqueroz	arrezqueroz				
orduandanik	orduandanic	orduandanic				
urtebatezkero	vrtebatezquero	vrtebatezquero				
urtebatezgeroztik	vrtebatezgueroztic	vrtebatezgueroztic				
urtebatean	vrtebatean	vrtebatean				
danik	danic	danic				
kabalegin	cabaleguin	cabaleguin				
ifini	ifini	ifiñi	ifini			
kabaldu	cabaldu	cabaldú				
berdindu	berdindu	berdindu	berdindu		berdindu	berdindu
osatu	osatu	oſatu	osatu		osatu	osatu
