source_id,wikibase_lexeme,p6st
368,L87352,L87352-6D34000F-948D-4F9B-8FCD-C7E0C71C6724
369,L87353,L87353-18053AB3-CF6E-476D-AE47-E1D16A2DAD10
370,L87354,L87354-89C038B1-4E97-4FCC-9DDF-0D10DAE44DD4
371,L87355,L87355-B07B1798-88D0-4C22-91EE-95AC5DBF718A
372,L87356,L87356-23E9ABB3-138B-4E78-83D3-60F43639212A
373,L87357,L87357-B385C1CF-6BAC-4ABD-89F7-2D151CB74E3C
374,L87358,L87358-DD95B1ED-F2DB-4220-A452-C39C89B2FA0A
375,L87359,L87359-ED0822F9-99A9-4302-AAB0-02463DDC0D7C
376,L87360,L87360-DF4C15E4-C802-4472-BCA9-E420E2038941
377,L87361,L87361-8E638A44-54E4-425C-803E-F61754E2BE94
378,L87362,L87362-32F89B02-B9A4-4726-BD4A-ABB8D99F222B
379,L87363,L87363-878DE3AA-1D43-4B63-B283-6303CCD93D65
380,L87364,L87364-203B50B2-2E0F-461B-8EB5-499385EFB7CD
381,L87365,L87365-4AC67475-2798-4D2E-985F-B6C451918378
382,L87366,L87366-99DA0572-A3D6-4E20-A26E-6A768F197CC5
383,L87367,L87367-3DDF76A9-066D-4E65-B7CF-952ACDD2FB85
384,L87368,L87368-D0566D0E-176E-453E-BB1B-53338165A2D5
385,L87369,L87369-1F789F94-B529-4BC0-978B-BB39FE0A395D
386,L87370,L87370-748EF1BE-C467-4B38-9489-6937A488EE3F
387,L87371,L87371-373B23C4-EC6D-4DA9-A373-72941A5AA938
388,L87372,L87372-A51289D4-5E46-49C6-8BC3-515173C5581C
389,L87373,L87373-98D12AB0-FB6D-4A35-AC2A-8799FFB91C4E
390,L87374,L87374-50314576-A497-44D7-8F90-C325152EB8BC
391,L87375,L87375-0F777F23-5F29-449C-BAAB-8D88CF50EBD7
392,L87376,L87376-5299BF51-4C05-4CED-8C1C-A65619904C4D
393,L87377,L87377-EF1B488E-190F-4D43-8C24-1CB0DA27861D
394,L87378,L87378-B0A1AE32-1DD6-425A-B70B-21CD70D9B7CE
395,L87379,L87379-B68F3B50-74FE-4A00-A10F-BB0BB8C39581
396,L87380,L87380-6354583D-C0B6-4755-AAC5-F5225BA3C9F2
397,L87381,L87381-CE39EBF9-CB00-4FD9-B8DD-4FF7A4C961E6
398,L87382,L87382-DFC93FC1-4DC6-499B-9855-6E2CD83678A7
399,L87383,L87383-07C4C362-3BF4-440C-BFB7-60C96BE588A5
400,L87384,L87384-C42E770B-488B-49BC-AF43-FE0323CE2872
401,L87385,L87385-6EC7A1DA-3B42-4824-ADDB-F637D3833E4C
402,L87386,L87386-95DD242F-1090-4209-8254-91A4CC7397F3
403,L87387,L87387-083F7523-D2EF-4A0A-8F69-6323C0AF8BF5
404,L87388,L87388-2AF5AFCA-EB25-4AB0-B852-5B441384BBE2
405,L87389,L87389-A9465154-D807-4897-88C4-8520493BBEA9
406,L87390,L87390-3F139318-C24E-464B-929E-19F9FDE37188
407,L87391,L87391-A5470247-E59A-45B1-B7D5-ACFA63E6A425
408,L87392,L87392-A477BE6C-6E2F-4488-BEC4-D6D99D73E744
409,L87393,L87393-E8641224-E13A-4C51-A92F-D030D34825BE
410,L87394,L87394-819ECCB8-4CF6-4274-90A2-B328C9516BB4
411,L87395,L87395-754BC4E1-6B01-4D5A-A8FC-43240D66CDFD
412,L87396,L87396-C3F61CEE-6B25-43AE-8E2C-8D5BFA6D6553
413,L87397,L87397-CC4355BC-4DA2-4CBB-A3BB-129A980B7659
414,L87398,L87398-352B3CD8-28AE-45F3-A59E-051DDB4EDAC2
415,L87399,L87399-F8078E78-657F-415C-B16B-E2B959AA81D3
416,L87400,L87400-C22BDAD3-FC88-4024-8B46-F5852BE657DF
417,L87401,L87401-DB2956F6-EF39-413E-9D6B-641620946149
418,L87402,L87402-DB32ACC3-4FEC-4634-A6F2-C1A68034A7A4
419,L87403,L87403-68D81110-3688-4166-8F8E-BBA2062C8D2A
420,L87404,L87404-697A4D24-2621-4956-84BA-D4829FE619FD
421,L87405,L87405-02B000BC-5D0B-41F7-AAFA-7E3904999742
422,L87406,L87406-7CE43E56-3F41-422F-A90E-5B7DFFD45EA0
423,L87407,L87407-9015A2B4-52F1-4135-BBD8-031D8BBA7EFF
424,L87408,L87408-26A984B4-CA47-49E8-80D0-2E80199A28DF
425,L87409,L87409-A7A8D766-1204-4F0C-AD88-DD5EDDD68DA8
426,L87410,L87410-67779B24-85FE-491F-8708-77854A31B30E
427,L87411,L87411-00B60F45-3086-4C39-9445-8151DE5993E8
428,L87412,L87412-F60B00F4-97CD-40E5-BFA5-47D5E5CDD6E6
429,L87413,L87413-6DD5668D-D0FB-4B3B-80D5-F8AF66FDD1E7
430,L87414,L87414-8D50BB88-240C-4E31-8F6E-9540843DCF3B
431,L87415,L87415-E39CA65E-C3B1-4C91-8D27-B3450191A3A0
432,L87416,L87416-F4E68BD0-2A5E-41EB-84D4-2AAC6CED2D1D
433,L87417,L87417-1A574CAE-EC06-4B1B-9B37-611CDE83FAC9
434,L87418,L87418-EECC678D-2DD1-46CB-B9B8-65506FDEF09D
435,L87419,L87419-E1DC6944-3EBD-4854-A574-2ECB7C4877CE
436,L87420,L87420-F61F7CA7-C3FE-4246-92FD-F27DCAFCDEF7
437,L87421,L87421-1C21903C-D347-430C-A3B9-ED153B1B9E86
438,L87422,L87422-CABEB5F7-F95F-47D9-9CB8-321AD6962EFA
439,L87423,L87423-116FC97F-B862-4458-893F-8D4086E862C4
440,L87424,L87424-FFB552C9-4FCD-48AB-BC45-8AA181DDDC07
441,L87425,L87425-F0388467-BC66-4286-9916-34FBE5B480CE
442,L87426,L87426-2FF057B6-15CC-4B60-8AAD-1D41F02E895F
443,L87427,L87427-094CFFF1-70CD-4340-8E1E-F5624442B372
444,L87428,L87428-E7C05249-6346-46B2-A0B4-D6170EA92418
445,L87429,L87429-000D5B9C-12E1-4B1C-A934-2856F9619C49
446,L87430,L87430-555E3C0F-F563-4A7F-8AE3-D4777C9958A6
447,L87431,L87431-29F34A44-7BC1-4D33-BB29-DB123FF43BF6
448,L87432,L87432-1C45FEFB-D46F-4604-9C2C-28423F69E245
449,L87433,L87433-7950C4F4-CA10-4AE5-958D-20C099BD6170
450,L87434,L87434-EDB0BAA9-4277-4A72-A62F-0A7A30D63B29
451,L87435,L87435-DFA5605E-EFDF-42EB-9364-2C7CB12513C6
452,L87436,L87436-2CEC3390-3F92-4728-A792-C1C82F85C807
453,L87437,L87437-5949DABC-672D-471C-9584-080E686489BB
454,L87438,L87438-A6633ABC-85A4-41D3-9713-5A5110C13CB2
455,L87439,L87439-381618B4-F151-47DD-ACAC-79D16CD5D566
456,L87440,L87440-E6354A7B-2092-4A68-886B-95E6FD892055
457,L87441,L87441-4FFB1E57-3191-488A-8CE5-81497BD59CC7
458,L87442,L87442-DC522080-0934-451C-85D9-152B4F701088
459,L87443,L87443-B1E0A7E9-CC4A-4563-9C30-00A6E6D448E0
460,L87444,L87444-FB119F14-BAC5-4AEA-A922-FDE9DAFDF363
461,L87445,L87445-C8D9C274-37FA-42A6-84D6-96F394E2FC69
462,L87446,L87446-8C79BCF8-66BF-432F-96AD-3BCDC0CF526B
463,L87447,L87447-9159E91C-5C54-42FB-A2FF-A366F868F2BB
464,L87448,L87448-50486CE3-7D74-4EB4-AAB6-42CA65C4C076
465,L87449,L87449-F4BEAB71-6516-4F49-80AE-0478BD8EEBB8
466,L87450,L87450-96F89881-0F76-4E4E-B008-552BF036DFD1
467,L87451,L87451-54BA9B14-A697-45AC-B957-4B0D09FBFCDB
468,L87452,L87452-82A3E9C1-66F9-4EEC-BFB4-FFC04D077016
469,L87453,L87453-49187BDE-7D47-4400-9EBD-5D048A059377
470,L87454,L87454-B7E22359-0CD2-432A-871A-CF17D21553BC
471,L87455,L87455-C8F46637-96CD-48B8-8F4A-F4FC7AD79AE3
472,L87456,L87456-801F969E-C662-4FC4-8AE8-76389FD244A8
473,L87457,L87457-0B606FA1-8B2E-44F3-9C85-9E4909F310CA
474,L87458,L87458-3D477688-CFE2-462E-8AC8-5084464EF078
475,L87459,L87459-9B4B5480-FA76-4D83-AB26-F036F028371F
476,L87460,L87460-740CAC1E-B1C0-48BA-AE91-BDB6A3410870
477,L87461,L87461-2184CDD7-CD57-4039-BFC4-5D6BEF42039B
478,L87462,L87462-F9A26809-111E-44AF-829B-4C99323D30F3
479,L87463,L87463-EC5D8FFD-E6C0-4A9D-A03B-34C69C5B2E24
480,L87464,L87464-22D7D773-E43C-421F-9CED-E789C6670435
481,L87465,L87465-96716CBD-1742-487A-86F4-186911F6BC31
482,L87466,L87466-989D33F4-0C43-4482-9180-707E63380258
483,L87467,L87467-68C59988-813B-4BAF-ADE5-001D4204C26B
484,L87468,L87468-6FB9F495-C2F7-4E3E-A16D-2CD0D9AD887E
485,L87469,L87469-C2BA1EB6-AC5F-43DA-9116-3ECF176BBB26
486,L87470,L87470-35480822-097F-4431-BD3A-30793810EF7F
487,L87471,L87471-C7378C1D-0D7C-43DC-B437-0F8BCB7DFB77
488,L87472,L87472-C51D79C5-3321-4BC0-9430-844BC53FB1DA
489,L87473,L87473-5170B5F5-1497-4867-9647-473F20DA60D9
490,L87474,L87474-69CA3D5F-C090-44C7-8C5C-85C142282A36
491,L87475,L87475-E5009B95-472A-42B1-80CE-55DAD1A07DCF
492,L87476,L87476-9872B970-C916-49E4-BA20-5F200F219663
493,L87477,L87477-99A4819D-CB42-41CD-A31C-C4119DFE728C
494,L87478,L87478-3B149112-946F-4A0C-B7E1-043AFFF069FD
495,L87479,L87479-4C46E1B2-4320-41EC-A037-2A6ABDDBD5FF
496,L87480,L87480-B7A2061B-D948-4918-8A0A-983C4E634EDC
497,L87481,L87481-4F6AB0C0-F06B-4DD1-A8AE-E651EC082A56
498,L87482,L87482-78C3C506-FDBF-48A5-8C89-61F4E0E58491
499,L87483,L87483-5772266D-DEF0-4807-B829-0CAD51AEACE8
500,L87484,L87484-11F11CEB-7E01-4B83-83D1-D1E1AE6A6C8E
501,L87485,L87485-7A013EA0-84B8-4E41-BE52-1F08E169E83F
502,L87486,L87486-502FA8F6-1DDD-4EC3-BDB6-7137D58BBE28
503,L87487,L87487-6BFF969C-DF44-4D75-95BC-73505E7EE6F3
504,L87488,L87488-901986E2-017E-42C7-B8CE-7B0C68E5C614
505,L87489,L87489-42F81282-549D-433D-90F4-9A431933C554
506,L87490,L87490-700A8007-FEBF-4BE3-AB93-ADDF978AF84D
507,L87491,L87491-1BC95F55-C5A6-4F68-A65D-A881E84BAF4C
508,L87492,L87492-1BCF6AC5-03B0-4FED-B424-689FF06F0819
509,L87493,L87493-8BC87224-4413-4F99-834F-44ABA0F7007C
510,L87494,L87494-184E3CC7-BC93-4080-8E36-86C0D26C7B75
511,L87495,L87495-71CA42EE-E274-4164-A79C-091C5DAF159A
512,L87496,L87496-0FAF5FFF-38D5-4E60-BBDE-BAA518C4E426
513,L87497,L87497-3B83CC59-28A4-43E7-B1F5-D8FF4CE3FACC
514,L87498,L87498-62C04384-2158-4608-9D57-230DFCFF573A
515,L87499,L87499-6F8C407B-E6F3-4BF1-BCAF-D78BD630A839
516,L87500,L87500-5F96FCC3-635A-48E0-BA9B-177BAE8F4900
517,L87501,L87501-63C31DD3-3A08-44B5-9831-4AC8BA00CC33
518,L87502,L87502-1AC15EDF-666E-498C-A671-D249FB3338F6
519,L87503,L87503-7158B29E-928F-4806-A930-E7F6DD85F555
520,L87504,L87504-838E8EAB-B9FE-49EF-B2FA-4B41C9BAE0B3
521,L87505,L87505-E8BEF655-DAAE-4AA9-A60B-4C6775F90C9B
522,L87506,L87506-FB552CA6-4F88-45AE-86A5-60117652C496
523,L87507,L87507-F90E3DDF-CFD5-4786-B189-8F52C5A99136
524,L87508,L87508-3A7D792A-DA22-4A58-9C41-3A122C94B2EC
525,L87509,L87509-FF9CD302-F03E-4D0F-A59B-B7A108E9FFF4
526,L87510,L87510-B0B6E37A-0F65-49DC-9D84-D7830FB7A2E4
527,L87511,L87511-6B7C2F6B-1CBD-44BE-8A3B-DF2A69105583
528,L87512,L87512-811A2F0B-9FFD-4583-85E8-5A92A20F9864
529,L87513,L87513-E7ED70FA-F2BB-419B-8918-C5294FA3ECBD
530,L87514,L87514-60DA367B-CF77-458E-AA05-F6FCCCB164D3
531,L87515,L87515-7C871D46-F8C0-4543-9D49-94191B81E19C
532,L87516,L87516-12B13592-54FE-477B-A8C3-8FBC6EBDE22E
533,L87517,L87517-D05B41FF-1872-41BF-8A70-7A5483E26257
534,L87518,L87518-210FB0F8-FC66-4ACA-A086-0297F291F0BE
535,L87519,L87519-D6955783-CAC9-4772-9D6E-F5B5DD7D1FA2
536,L87520,L87520-1E2BBDA3-9C06-4996-923E-21F640C7AF73
537,L87521,L87521-DF470045-7827-41B6-91A6-72B294428354
538,L87522,L87522-F2D146CF-E9B3-4368-82B5-F00AB9D8FFA5
539,L87523,L87523-BB6FF353-58C0-45C4-9504-CC2266FA4D0E
540,L87524,L87524-0497AB96-B91E-4AB7-9D1B-598362CE441B
541,L87525,L87525-A8D0264D-8AF6-4E5C-BF3C-CE5041903BFC
542,L87526,L87526-E99144A5-09FF-4784-9F10-C080A1063FEC
543,L87527,L87527-FFA43077-B3D4-47DC-A006-785CEF0CF657
544,L87528,L87528-A4461F96-ED34-4BB2-B2CA-050777E3350D
545,L87529,L87529-75696F35-56B0-4C1F-A732-A88706E4D739
546,L87530,L87530-330F5469-7789-4FF4-A197-0CCA798BA456
547,L87531,L87531-6845C30F-FF0D-4F9B-BEDE-1B6FB062FC03
548,L87532,L87532-6575BC77-724C-4E2B-85F4-76E83C9920E1
549,L87533,L87533-732DB4FD-0B23-4D5E-87B6-319C0F2D0E26
550,L87534,L87534-49FC4E8D-0D47-4731-BF10-C693817773AF
551,L87535,L87535-234849AE-E3C0-4D94-B359-92A4A6152750
552,L87536,L87536-442576B8-2B2A-48AC-8A76-80C46369CA66
553,L87537,L87537-46849DDC-F2E9-4AFA-A671-4573D63B9B77
554,L87538,L87538-3B3BCB31-4701-4955-9FF7-2A706BE2755C
555,L87539,L87539-7779C1ED-A936-49DA-96D4-71D14875B17D
556,L87540,L87540-94EF7EF4-BD49-4F1B-B960-ECD34D5C36F5
557,L87541,L87541-58E5D98C-787D-4B8B-9B6A-B95032B13085
558,L87542,L87542-791EDB59-3E02-4097-97FF-7454A0878E21
559,L87543,L87543-CAC8AE14-E379-4A5B-A976-F6E1D5AEC520
560,L87544,L87544-F04C493F-4650-4193-8822-A815F067B98D
561,L87545,L87545-0503FC9F-89C6-4815-888C-3878A1C745C7
562,L87546,L87546-8C1D8D75-DCF9-49C7-AB76-3897AFDA4267
563,L87547,L87547-B32345BB-E5C4-410A-A4DA-9885FCDCC209
564,L87548,L87548-7C79F9CD-16DB-4CBE-8C9E-1501E5455F12
565,L87549,L87549-5A43982C-9E0E-4F4C-B425-4D69063BCBAF
566,L87550,L87550-CB7771C2-2CFF-4BB9-87C5-14F66931B8C3
567,L87551,L87551-FD0C701B-D4D1-4B2D-BAC1-1A3B57290B15
568,L87552,L87552-A8A96551-8210-437C-8174-1407F4457B45
569,L87553,L87553-B69298BB-08EE-44F0-85BC-486874F305A6
570,L87554,L87554-2C56D96A-413E-4BD0-BC64-2B33A3CFE0F6
571,L87555,L87555-DCCF09E8-D148-4D2F-8FD6-55D22F30299F
572,L87556,L87556-B48D5B2B-E663-425C-9AC1-3EF90695E970
573,L87557,L87557-1733AED6-8D43-4797-A156-C6535587B740
574,L87558,L87558-5F06A0B3-6066-4B0E-871C-C2B1444AB783
575,L87559,L87559-2DA1A96F-12C4-4A7F-BB64-A829BF5E1140
576,L87560,L87560-64487069-8E28-49E5-A5B9-A8B77DC73215
577,L87561,L87561-DF7488CF-7127-41CE-95C6-DBD550269802
578,L87562,L87562-C0FD9A44-A41B-479C-960C-330ED8145FA7
579,L87563,L87563-9A14E6D8-538D-42CA-B274-F9131EE204AE
580,L87564,L87564-E20C974E-D6EA-4518-97F6-65176B851CFF
581,L87565,L87565-EC6DB966-66FB-4124-B1DF-E9AD35135C85
582,L87566,L87566-5A807E1D-EA9F-47F7-9043-B7394FECA55D
583,L87567,L87567-A40ABA24-D1A9-4D9B-A5E8-C3CBF7DD0EF8
584,L87568,L87568-F6BD2A31-0D5F-4E98-B132-DF32D90845C2
585,L87569,L87569-0DB4A593-F31D-494D-9399-8C180707D33C
586,L87570,L87570-56788585-6FD3-420D-931E-71C2CE9D1947
587,L87571,L87571-636F240B-F727-4532-B3F4-8313DA06FC13
588,L87572,L87572-7F6AC13F-C294-4B83-941B-F99DDFC72B4F
589,L87573,L87573-E22E559B-1F0D-4C90-BB41-FD427B8D786D
590,L87574,L87574-AC4EB391-BA99-4C7F-A128-C4DA32684380
591,L87575,L87575-EFEBF3A0-361D-4F5E-911E-892B255401FA
592,L87576,L87576-EB2EF216-FA0F-4E1B-AAB4-5290D24DF352
593,L87577,L87577-DE322E84-6F7F-46F3-B6F7-6DAD5C6F9AF7
594,L87578,L87578-8C6FD0AF-63CF-4064-893B-BAA94F0CAB0C
595,L87579,L87579-305AD892-59F8-4982-83F4-4A484FD1C814
596,L87580,L87580-33C66746-DEB7-4AA5-B7A6-C8571828252B
597,L87581,L87581-5DE5532D-08CA-4407-AF8E-1FF2194E21A3
598,L87582,L87582-4B851072-C68F-4A7A-B15B-F94167883AB4
599,L87583,L87583-31B48308-C26E-4D7C-8585-9551CA924CDB
600,L87584,L87584-67C0C851-5307-4CF1-B192-56A9A748A21C
601,L87585,L87585-21543103-048C-4CFB-B8BF-700DEA42BB38
602,L87586,L87586-40C24CBD-F802-4B1A-A266-A5DDF14CC287
603,L87587,L87587-9238C869-5C6E-431D-A391-42D681B1A31B
604,L87588,L87588-8DD55011-5A06-4785-89FE-EFCD08C945D0
605,L87589,L87589-0C12DF1B-2D97-403C-82F5-2B4608E623ED
606,L87590,L87590-84E420DA-B7D1-4163-A5F4-21F5B599EC10
607,L87591,L87591-28CBE947-275F-4FE1-B6AF-850DE30A9DD1
608,L87592,L87592-350FB5E3-FBDB-400D-AE4C-34A9588FE535
609,L87593,L87593-A654C9C1-D12A-4F2E-A19C-8F259344EF12
610,L87594,L87594-A6773598-E2FA-434A-9629-792AD63B45CF
611,L87595,L87595-BC7516C8-97C4-4AD1-B52C-D2241A7E88DF
612,L87596,L87596-72F3CA72-B2D8-4DE4-BE8C-322894C3233E
613,L87597,L87597-67931D40-D2A3-4B41-B38D-7B2B858F35C6
614,L87598,L87598-50CB1BA0-FF77-4EFC-A00D-6F8E5BA75109
615,L87599,L87599-C507CBD2-EE49-402A-9A63-1AA227953158
616,L87600,L87600-E32744BB-2E33-4FEE-BCC8-91A67FC47CF8
617,L87601,L87601-EE93604D-146B-473F-92E3-8042CBAEE59C
618,L87602,L87602-9B23C570-A666-4350-B176-6B12C049E4C8
619,L87603,L87603-2B25210E-D482-42E2-A078-382A568DE51A
620,L87604,L87604-4EE36845-B918-46A6-95C0-60F1CAD2E589
621,L87605,L87605-2A0821E9-4C39-4E39-8AA4-00681D60AF99
622,L87606,L87606-B4F08923-D703-42E9-953B-F85CFD28A34F
623,L87607,L87607-6DCA4958-A1E3-4E63-82F4-8D7F8BAEF57C
624,L87608,L87608-2698A799-28FC-43DE-8927-69BD3D221896
625,L87609,L87609-F701FEC7-AB34-4063-ADBC-A0D50349986D
626,L87610,L87610-2FE3820F-09BC-4881-A353-C929BA588CFC
627,L87611,L87611-99066ED5-071F-49F3-A805-DAA13FE2C9B4
628,L87612,L87612-DAF1E9AF-2FD0-4E0C-9115-96D82AE66656
629,L87613,L87613-4EAFCA94-9A9C-4983-A44B-C44AB4F2D88A
630,L87614,L87614-37CC9DD0-917F-4B33-A4BB-CB25F0AFF474
631,L87615,L87615-FF2BFA0B-783C-4A8C-90DA-E4EA821C8656
632,L87616,L87616-2F2EDA8C-51E7-4AB9-840B-C9B23E9B61E3
633,L87617,L87617-20535E52-F4D5-46E7-8467-DEAE925102D0
634,L87618,L87618-554079CC-33CE-4692-910B-D55E47D92363
635,L87619,L87619-1FEFCF29-C90C-4DF9-8292-A86AA3F69BE4
636,L87620,L87620-F48B19AF-B9F8-4292-A99E-AC55F14AEB84
637,L87621,L87621-6B149D52-ABA0-4D48-B45E-5B81DFC76F56
638,L87622,L87622-C42B3B63-7D4E-4810-9600-36992C41A45C
639,L87623,L87623-274F572A-C81A-4150-9CE6-90CD97FA5278
640,L87624,L87624-7E88BF84-FD2D-44D0-B547-BEC07843E810
641,L87625,L87625-999C3AEE-201C-4C35-8582-08CD8F4724BC
642,L87626,L87626-DCE51CEA-6A70-49D7-A4A2-45E750F7AD2C
643,L87627,L87627-67411463-8A8C-424D-946F-0D10EE3DFDA4
644,L87628,L87628-ED30D265-C091-4C0F-9ECC-0F427914A5E9
645,L87629,L87629-0B55C8EB-A089-4940-A7C3-5A211EDF5001
646,L87630,L87630-5A8ADE3A-9212-4F2D-B8F4-8372763A4889
647,L87631,L87631-211B3F88-6E4A-4676-92A3-525C6C7E05CD
648,L87632,L87632-326D13BF-9DCC-4B08-99D3-622DF1BB354B
649,L87633,L87633-DC0A8F18-372B-4EBD-B686-C5850F9E2DAD
650,L87634,L87634-F5034745-8DDA-44AA-BCCA-3CB54FB0B506
651,L87635,L87635-A250A733-0B9B-48DA-A1CA-B2D48871CC68
652,L87636,L87636-35CB3FC8-2113-4ED1-A646-825DE53ACB7D
653,L87637,L87637-CC25C593-2237-4D0B-93EA-9252E1F547E0
654,L87638,L87638-AF6789B7-2532-495B-94A2-B1425159A737
655,L87639,L87639-4065C1CF-C687-403B-9F36-A29918A1FE06
656,L87640,L87640-4467A160-7184-41AD-823B-8767DAB8CB79
657,L87641,L87641-9314DDC3-DA2F-4FAB-8F28-5E0AB2848B9D
658,L87642,L87642-F8D7F7EB-BAE0-4C07-832B-0A02F9A83DB5
659,L87643,L87643-407BD9E0-DA05-40A5-94A7-F2D5C30481AA
660,L87644,L87644-7F6F5DA2-BBFB-44C5-9777-118D3CBE64E3
661,L87645,L87645-A081CC38-AE6C-4E62-A103-1FF8EC87DFF8
662,L87646,L87646-3F78C921-A357-46F2-A5B8-D35B1DE002AC
663,L87647,L87647-4739A635-8A88-4527-8EE4-3AAFE64C10E2
664,L87648,L87648-F7B734A7-B6AE-4232-BA7A-98BF40246CFE
665,L87649,L87649-7662911A-8079-4EAD-8ECF-D10DABDEF5EC
666,L87650,L87650-AEC77EE8-267F-4AF3-AF78-4FDE89D39331
667,L87651,L87651-A28E1C69-9AB5-4EEF-8538-9B723A995305
668,L87652,L87652-FB573796-EA12-467C-96D7-02CD1B2862C8
669,L87653,L87653-83BA8500-F63A-4B4D-8C94-7605900219F3
670,L87654,L87654-8060371E-3995-4880-A208-277176CC6F82
671,L87655,L87655-093DF963-72CF-4365-B2CB-C0C4AE509DBF
672,L87656,L87656-45E6FBC0-C72E-41FD-BDA4-6B9F4A625B59
673,L87657,L87657-71191500-F65D-4697-8D05-703752E9B50A
674,L87658,L87658-3C2E0940-2220-4D10-B915-21647AF206A3
675,L87659,L87659-ED81DE28-5F0D-4F30-ADE3-B89CA9C94EB3
676,L87660,L87660-90F236CD-A480-406B-9188-E8DBBCD59AF1
677,L87661,L87661-03278B66-8DD0-493C-BBEB-B3DC853FBDF9
678,L87662,L87662-5EF2AB0A-A66E-4C89-883E-AAF2C94C4741
679,L87663,L87663-EA645787-10C5-4C32-BCE6-3971CAFECB33
680,L87664,L87664-FFF4F891-0E88-4211-9B8B-7BA2F8D7D335
681,L87665,L87665-61C9036B-975F-4A3A-857C-87D83CC13ADC
682,L87666,L87666-60102E06-8258-481D-9682-8B99C9371F8D
683,L87667,L87667-48846681-D152-413D-98D3-7EF4CC421B04
684,L87668,L87668-F7CA8D26-A491-46BB-B2FB-42FB510920DA
685,L87669,L87669-94F29715-DB01-4C51-9AA5-813FE1BF6B8A
686,L87670,L87670-1EEF21B8-5EE6-48D0-8E02-CB7D2911DD92
687,L87671,L87671-B2F458B9-E0CC-41A9-9F73-20D8F0F3C651
688,L87672,L87672-BA2DCFF8-2F7F-4A98-90DE-C4564150121B
689,L87673,L87673-041A20A3-221E-4809-BB8E-083FAAC6840C
690,L87674,L87674-DCEB74B6-5D86-4197-A0E9-682B16EC2F68
691,L87675,L87675-492392EF-CF0C-415F-B84F-2F9C97502B43
692,L87676,L87676-0C33AD7A-6C7A-4937-9835-0AE25B309D73
693,L87677,L87677-E8BB71A9-EAC2-497A-897B-688B4403143D
694,L87678,L87678-ED73DE01-E109-46EF-8BCA-A0653891F791
695,L87679,L87679-0924F9E3-12F4-493F-AE73-5AEA81805FCE
696,L87680,L87680-08CA7B01-683E-47DB-A038-08AD3C09718E
697,L87681,L87681-FA4D5DBB-E24D-47EE-B30A-22AE1131AEAE
698,L87682,L87682-0E84BEE3-7CBF-4A5F-9649-AC970B3F8201
699,L87683,L87683-58F685CC-2647-413E-95FD-4AB29D0E188D
700,L87684,L87684-B1A7E9B4-313F-42C0-987D-6492743DAFDC
701,L87685,L87685-A3E7A501-CBED-42EC-BE7F-69B454C7AC32
702,L87686,L87686-E78C92B0-1CEE-409C-9427-EF5D5F73949C
703,L87687,L87687-B022DC26-E503-4581-A869-8BF1DA32A676
704,L87688,L87688-FC6575C4-5AE6-4568-BC0C-C9F136B7F347
705,L87689,L87689-A20422C7-ED01-48D3-AD44-CD3FEDD2E74C
706,L87690,L87690-7C8464C6-5211-430B-82D5-994B45CD984B
707,L87691,L87691-C8BAB657-9D34-4D52-967C-4B482DF4024F
708,L87692,L87692-FDF1099B-B2DB-435B-8B0C-6766825A4C25
709,L87693,L87693-E78A0160-32C1-45AE-A53B-5A195B411244
710,L87694,L87694-DFD97346-AA6C-4921-BE28-D70573D32FAA
711,L87695,L87695-863B2EA3-E151-406C-A94D-AE258B7EDB4F
712,L87696,L87696-6EB07415-2DCC-499B-BE6C-C99E9CBFBCB5
713,L87697,L87697-B507AB32-E1F5-4ACE-86DC-9435ECA96E17
714,L87698,L87698-1794E204-3BA6-4FB2-9D81-E2216EDA2D72
715,L87699,L87699-D98929B7-1092-48F2-BC90-F34B450D59DB
716,L87700,L87700-D9DF8C00-3B9D-44EA-B1D3-8FAE232DE8F1
717,L87701,L87701-118A2EAD-35CD-400E-9443-22517A76FED6
718,L87702,L87702-09E4FE1A-09A0-4BBE-9C20-D0E281700691
719,L87703,L87703-0A4AA32A-1C2F-4028-A72B-AF1A66E792E5
720,L87704,L87704-85CFFF29-8CEE-4383-B9CD-8461D4262267
721,L87705,L87705-C6B00281-806B-42F6-A423-DCEB4B0CC276
722,L87706,L87706-60F5BAB2-C12E-4B4E-B414-9FC8EB087563
723,L87707,L87707-624F0488-69AE-499E-BF07-27CB68196588
724,L87708,L87708-4DD3FCDE-6C21-4C2E-8132-8A130687BD98
725,L87709,L87709-1AE2ABBA-3CC8-4620-A1DF-9F22BCC47BB4
726,L87710,L87710-ADD36BE6-B446-475A-B07C-696957847871
727,L87711,L87711-C0D452A8-9476-4634-9F71-816F1A0FE925
728,L87712,L87712-4841DCB0-0F9C-417E-B0CF-588C7B49BE05
729,L87713,L87713-FAB525BC-FE78-419D-8F40-E3C2A519B5E6
730,L87714,L87714-77E5FF94-4562-4C8B-9664-82A859B42672
731,L87715,L87715-650B045F-65B6-4124-9542-C4B027746EBD
732,L87716,L87716-2218C4D5-57B3-4EB3-94D5-7129634C4668
733,L87717,L87717-5AA2CE4F-5911-48F2-B267-6F11B16FA5B1
734,L87718,L87718-2BCC3BEA-6348-44DE-B699-EC59E70E29F4
735,L87719,L87719-399D8788-2F8D-493E-8CC6-FC041FAC6CFC
736,L87720,L87720-DF6CC2F8-376D-4CCB-9927-66F89FFDAB24
