source_id,wikibase_lexeme,p6st
15164,L102147,L102147-E22E7EEF-758C-4163-BAC0-F4750122C222
15165,L102148,L102148-A6625786-602B-4DA3-961D-F37D9C5D75F0
15166,L102149,L102149-3A845191-48D4-4BAB-ABA3-276E9812ABCA
15167,L102150,L102150-43B231D6-10AE-4E9F-8328-7A50B3D2A227
15168,L102151,L102151-9095FAF8-5A09-40F0-9EF6-BCDDD3129E7B
15169,L102152,L102152-F0E8B284-56A0-421D-9BA9-4A087A8046F0
15170,L102153,L102153-8ADBDF37-5A20-42F7-9A39-BBF96C600645
15171,L102154,L102154-80E6AE20-160F-4A24-B409-67EB9B6CD543
15172,L102155,L102155-B3397601-62F0-4F85-87E3-0220EA4A3302
15173,L102156,L102156-9276EF3C-0531-4806-9004-BE0CD03D6EA2
15174,L102157,L102157-39145190-DC73-4018-AC28-390E5ADDB168
15175,L102158,L102158-5E6A5D2C-A5D5-48BC-9026-1D83CDD43FEC
15176,L102159,L102159-1D26D1B7-C86A-47B9-BB2D-6E70EBCE3E75
15177,L102160,L102160-D6A992E7-B7DF-4A77-B9C0-994FA55CB6FF
15178,L102161,L102161-7C991E6A-42D2-43AC-821B-81A2B3FC712C
15179,L102162,L102162-54FE2F04-CAC7-4114-A77C-76D122D7A7E1
15180,L102163,L102163-5CF8CFE9-CF2D-475D-AA1B-35388530E5FC
15181,L102164,L102164-2EA8B4DA-46F3-4B8E-A7C6-F14244511AF5
15182,L102165,L102165-9CFA5B49-5A88-424E-80E1-79495D74ECCB
15183,L102166,L102166-FFB489C7-F285-49B8-ACC7-E09CDD077B49
15184,L102167,L102167-3738C394-82C6-4EC7-8713-EF90F8C61A83
15185,L102168,L102168-59382E7F-1324-49EF-8881-91F5BC766A94
15186,L102169,L102169-316D0A20-2731-46F7-B9F3-CB84F862DAB2
15187,L102170,L102170-97123441-2F15-4596-8A13-4C258D7ED102
15188,L102171,L102171-DB939AF5-0EDC-41C2-AC68-E823BFF7E163
15189,L102172,L102172-B45CF454-AFBD-4DC0-990C-D145893543F8
15190,L102173,L102173-BE3414A7-4CF3-4C11-8B01-CB86566B3CD9
15191,L102174,L102174-9AC298A6-F369-414F-A767-62148C1BBFF9
15192,L102175,L102175-AC960455-80E2-4184-801A-96031D2AFCB2
15193,L102176,L102176-D81FE467-4D86-48EE-80C8-FF865C0434B1
15194,L102177,L102177-53F58033-A80F-4B49-9B21-89F93182F0EB
15195,L102178,L102178-7546FAAA-8CE2-44F8-929A-D17DF5F97C3E
15196,L102179,L102179-875EF92D-D4A1-404E-AA48-0E44462D9E34
15197,L102180,L102180-4EB4D63B-5079-48B7-B9A3-B23E981BC7FD
15198,L102181,L102181-70820D06-38E0-4C6B-8778-F0F2A2B39665
15199,L102182,L102182-40A87A67-5FCE-4338-9D6D-C2E383461C42
15200,L102183,L102183-5E8F9CE4-CCCC-47CA-A176-E3BA23EA4A20
15201,L102184,L102184-26DE2982-2B71-4DD5-948F-1BC8B433D67B
15202,L102185,L102185-A86A4855-AA75-42A8-8897-69957EECEDA6
15203,L102186,L102186-B6912DAC-AC5E-4634-93A0-44CC4534482E
15204,L102187,L102187-89A647FB-23E7-4520-A05D-8AFEBA4E6E61
15205,L102188,L102188-4A18BC29-1CAD-400C-AC04-970C8185F626
15206,L102189,L102189-FA2545AC-0BBD-4A17-9B29-184FBE8BADCF
15207,L102190,L102190-A990D406-BB85-4EB1-B975-44392EB9FF50
15208,L102191,L102191-142B46D0-9BB4-41FA-9061-1DFE9A2FCFA6
15209,L102192,L102192-69B6DA58-A2EA-40BA-8ED1-5FBFA8F16E02
15210,L102193,L102193-E9B15174-CC2F-4B4E-930C-95CDB3503D74
15211,L102194,L102194-ECD78388-7911-48FE-81EB-EB11B4980093
15212,L102195,L102195-9D58850D-637B-4B7F-98A3-23E0C26FAD58
15213,L102196,L102196-8965B7A8-8A36-4333-9BAB-BD33426C7719
15214,L102197,L102197-098CCAB1-8CED-4FB0-8DE0-794A6A099BC0
15215,L102198,L102198-2C6E2735-8FA2-4EEC-97BB-19AADAD5F6D7
15216,L102199,L102199-0C3777DC-987C-4F5E-A374-B23DD1B749EC
15217,L102200,L102200-73E5ADB4-1393-4A36-9D2B-D7E05D659EE1
15218,L102201,L102201-EBD6E3AC-6148-4E1D-A71F-F636B2967F12
15219,L102202,L102202-8F19508E-C73E-4987-8193-BFD46514F228
15220,L102203,L102203-192229C4-3B04-4612-B53A-BA0FDE94CB22
15221,L102204,L102204-014E6F7C-0829-4A9E-8C2D-578AB162A666
15222,L102205,L102205-55BE5003-8844-476E-A5DB-433C2566BA2F
15223,L102206,L102206-79217950-4E86-4AAB-ABFE-EDD792A1D42A
15224,L102207,L102207-5242A26C-6A79-4CBA-8B1C-01FE6FC0E867
15225,L102208,L102208-9F93C32B-4939-48BD-B3D8-635C900AE966
15226,L102209,L102209-B48B7ECC-663C-42F4-BD20-AACF92BB6993
15227,L102210,L102210-2CE9B562-6008-4294-B60C-22183DB33D2F
15228,L102211,L102211-34AEB735-18B5-45B5-9E99-5EED813710BD
15229,L102212,L102212-918F2D9C-688A-48A2-9BBE-7A2586E6FC1F
15230,L102213,L102213-7F95962B-E4C6-4819-BA1C-D0B83403DB22
15231,L102214,L102214-EF48D946-1D67-4C0F-92F8-754D0CB57C75
15232,L102215,L102215-F2E9D3C5-5053-4153-A5AB-77E82389919B
15233,L102216,L102216-572FF08D-B9ED-475C-80F8-FB24F3FD2945
15234,L102217,L102217-C3CFC989-3F84-4C83-9247-F0D9F9EE6F07
15235,L102218,L102218-F67F8905-4A4E-4FA2-9192-7C9A592BE79F
15236,L102219,L102219-472E60B4-B1BF-4EAE-8E77-C54CCD91449A
15237,L102220,L102220-FEDB59C6-64D3-466B-8068-F4217659F0ED
15238,L102221,L102221-F66151C8-53CA-48C5-A9DE-1C1B44513DB9
15239,L102222,L102222-42B6B653-EE4B-4BB7-AC08-7B9E94579280
15240,L102223,L102223-A25F5536-F330-4B83-8596-7371EEC48F4B
15241,L102224,L102224-FD690D82-3BCB-45D2-A0B7-6171BCC0BD33
15242,L102225,L102225-C9441843-EBB8-423E-B149-F7D2C95F1F45
15243,L102226,L102226-EDD34936-A26E-45C1-B00C-9DEF35A1E03C
15244,L102227,L102227-979097DD-19C0-42FE-85A5-EE0414B3BCA1
15245,L102228,L102228-765DD5A3-6934-410D-B3AC-3B191A6A1379
15246,L102229,L102229-59EEFCC1-79BF-4624-8069-BC099B826F8D
15247,L102230,L102230-9E1025B0-E8EE-4C01-94D7-D2352506B5A7
15248,L102231,L102231-D9D0D5BB-9D35-45CF-96E0-48D9A2028F7F
15249,L102232,L102232-A3B6DB47-C6BF-4110-926E-6CBC0EAA5387
15250,L102233,L102233-86DE712F-E630-4F35-B547-815A702886B4
15251,L102234,L102234-7AAA6F8C-8DF7-4A0F-9709-65872574565A
15252,L102235,L102235-3927CCD7-44ED-4B80-8036-97561FA61CB6
15253,L102236,L102236-8D1479F3-9F91-4410-8113-347894A26266
15254,L102237,L102237-F1959314-2A1E-49E5-B8EC-3110CD96DD50
15255,L102238,L102238-0375DD14-DB96-47E2-9056-065C7B3F39C1
15256,L102239,L102239-9669A6AA-02DC-4965-9258-01CE05FF1225
15257,L102240,L102240-C7F2DB42-0F46-4DCD-9A78-753BBD3A1632
15258,L102241,L102241-A4BFB8E3-F617-4609-98CD-360417DB14F6
15259,L102242,L102242-5F81BCF8-154A-437B-BB57-94ED65A618A9
15260,L102243,L102243-E89493DC-C2D0-469B-B9BC-BE1FC714BE7F
15261,L102244,L102244-1EAF7DE3-2A96-4515-89DF-6F65F758C9EA
15262,L102245,L102245-CC79B765-3913-414B-BE63-FB270D651FB0
15263,L102246,L102246-0C442CB3-52EF-4D01-B554-A316861D713C
15264,L102247,L102247-DB3EC295-DE9F-4CEA-B1D1-697DB74127E0
15265,L102248,L102248-2BD0D10A-6800-408C-98BD-CFD6717633C8
15266,L102249,L102249-BC9BC426-4A82-4005-AC08-EEAC3E5115B7
15267,L102250,L102250-BA0083E0-A132-4EA1-B54F-FA80B28C642F
15268,L102251,L102251-06C5EE93-564B-4C44-916A-6FD139E28D0C
15269,L102252,L102252-5D621D1A-7D08-4829-A1AD-126192058D4A
15270,L102253,L102253-2A158CD9-568B-4DDD-B22B-92F50E5302EA
15271,L102254,L102254-E1DAF55E-4684-42F4-A869-D621B3D3AF8D
15272,L102255,L102255-896E73E7-6930-4CCC-A52F-7ABA5A0C9E23
15273,L102256,L102256-7EB5307F-B34C-4AEE-8947-ECBFD25A1717
15274,L102257,L102257-9C964A08-6BCA-444C-8F9F-F1C021217AE1
15275,L102258,L102258-6B29DC2C-AA8B-4261-8C01-4BC6D73D918B
15276,L102259,L102259-C9CAB3B2-A34C-42B7-99C9-D2DEF3A06555
15277,L102260,L102260-07224BDF-9FE2-49E6-B162-A5E8A5DCE001
15278,L102261,L102261-C711E8AC-A785-474D-BDDE-B71ECE8C2E9E
15279,L102262,L102262-39CE86E3-F1F0-4EB9-A347-BB6CF8DC945A
15280,L102263,L102263-450E6774-751E-4DE3-A8B1-C556615DE6BC
15281,L102264,L102264-C31D7BFD-2DF5-4868-9B8F-33481C320493
15282,L102265,L102265-2688E68F-0E9D-4DED-A461-767264F73A2E
15283,L102266,L102266-B27CA83B-9A3A-4C03-92C5-A29DB3AF77D1
15284,L102267,L102267-A7E7BAA4-C906-4F73-9E07-A0C6C26FB923
15285,L102268,L102268-A5677B32-74DC-4FF3-BE9F-3D24638CF90F
15286,L102269,L102269-914932F4-EDC6-414E-A254-AFAE27AB295A
15287,L102270,L102270-2DBB7C0D-4857-45EE-AD3A-C8FC75B178CE
15288,L102271,L102271-CD1A5C8B-6BD7-4B64-90C7-64807C4B85E4
15289,L102272,L102272-E59CF772-4C6D-498D-9D70-3A0946632750
15290,L102273,L102273-14386A2D-C101-46B1-87C4-005E3A22C8AA
15291,L102274,L102274-6190FC97-CAE4-416A-A0CC-2BB3B32FF599
15292,L102275,L102275-B0E55CE4-A558-4313-B612-7509FB6D8045
15293,L102276,L102276-5BBF77D9-D431-42F8-A63F-DD2DC7AEEB39
15294,L102277,L102277-A9810813-3C32-419E-9103-65DEE68B0186
15295,L102278,L102278-E795A57F-35A2-4948-9801-7686F6137994
15296,L102279,L102279-BF7648E8-8B70-48E4-9171-348D7EB49DAD
15297,L102280,L102280-2FB3B417-7E8E-400E-B876-4AE30A9ACA80
15298,L102281,L102281-A05A1054-DF18-4BF3-A40A-889EDADB978C
15299,L102282,L102282-165E80B0-75B3-4FBE-9BE0-662B067934E8
15300,L102283,L102283-09784041-C49C-4155-B164-2CBDFD647023
15301,L102284,L102284-3571B35A-CC6D-4FD4-A741-674F3E17EB76
15302,L102285,L102285-3ECCC71E-19EA-48BE-B56D-CE5BB8A7AE3A
15303,L102286,L102286-D1A03657-0439-499E-9E2A-6A97707EED18
15304,L102287,L102287-4AB29C8A-1B61-49B7-8A94-D9723DDDB56C
15305,L102288,L102288-D74C4C91-E16E-439C-8AE3-BC844DAFE50D
15306,L102289,L102289-D45F6B85-AD13-4252-BFA7-60F56D4E7E61
15307,L102290,L102290-6B3E6BFE-EC89-41CD-BAD3-95C08454F9E1
15308,L102291,L102291-FDD9B246-272A-41C3-8F09-459E4F6BAC45
15309,L102292,L102292-9D087F4B-6DC8-4B24-AEAF-ABABFAE9A4C5
15310,L102293,L102293-E33E5576-142F-4E73-8E77-DB754678FCFF
15311,L102294,L102294-6CE1BE79-E31F-4B9E-B191-5795722DC6B5
15312,L102295,L102295-76E524EE-D447-4AE4-9828-2EE956711D20
15313,L102296,L102296-335C6F75-5799-4D59-939F-D604C61B01A2
15314,L102297,L102297-52CE01D2-87B6-4514-B182-ED0BC32CC9BF
15315,L102298,L102298-6C541A31-DC79-466D-9498-3D98E6E35A24
15316,L102299,L102299-EE9E0809-4278-4B81-8477-10DBA53F0E71
15317,L102300,L102300-7C80A065-76B2-4DA8-B6DA-20422440BE75
15318,L102301,L102301-8C5AFC16-CC76-49DA-9806-2BA8DF7AFE46
15319,L102302,L102302-A4CDD84F-E064-40C9-90DC-5FD32A954737
15320,L102303,L102303-10F9DE20-A537-483F-9CCB-BA445F136B97
15321,L102304,L102304-5008004F-3552-48BD-ABCB-50F610764FBB
15322,L102305,L102305-105C76BF-4A2D-4B72-9BDE-41A2767F7A19
15323,L102306,L102306-8A0FC90E-404D-4EAD-96AB-8CFF049660BE
15324,L102307,L102307-D5C524C4-7CAC-468B-A8AB-DC80F8410532
15325,L102308,L102308-B87D963C-8418-4764-8FDD-864E1543E1AE
15326,L102309,L102309-93AD10F8-6510-4BC7-A211-8C6E7A323129
15327,L102310,L102310-F43D5747-5C58-468F-BDE9-8F4FA65F5976
15328,L102311,L102311-F5ED8A63-EDFF-4DBA-9712-375CDBD785CC
15329,L102312,L102312-87DA8BAA-CA4A-4910-AEBE-3A5003D5DD39
15330,L102313,L102313-D7D75391-8881-4898-BF44-13468B4A51CD
15331,L102314,L102314-C240DBD9-3718-4E6F-89F5-6FB4FD727FF0
15332,L102315,L102315-6A2D710A-ACD5-49CC-A7E1-52DE33DB35F3
15333,L102316,L102316-4CB251AE-0972-4F2E-A090-1775323D483A
15334,L102317,L102317-C6E89511-5815-4B81-A8DD-67CB097E4B9D
15335,L102318,L102318-8F03BD49-C5C4-482E-9D14-C0FE35C6E874
15336,L102319,L102319-6D9B2098-CCF0-4858-974A-FC5DFACB0388
15337,L102320,L102320-3E539BA7-C4ED-4F50-9A50-2D8FC5855F1B
15338,L102321,L102321-B3C90F97-6BC5-455F-8FD2-9EC3F30E81FF
15339,L102322,L102322-EBE9F3FD-9714-4AB0-8629-C38AD523701E
15340,L102323,L102323-34FB6D7B-1956-4928-831C-305F7DAAF5BB
15341,L102324,L102324-A7E6F863-B7B1-49B4-9D17-4C2549114B07
15342,L102325,L102325-4D23A7FE-A981-4CF2-A3A5-33A084B91B4C
15343,L102326,L102326-4FFFAA02-5895-4FA8-8A8C-245AF5E91C7B
15344,L102327,L102327-347C47A8-1BB1-454E-8357-2946F5A52B61
15345,L102328,L102328-0709FCEF-C1E3-46B6-8433-AAB2808A695B
15346,L102329,L102329-99DEC0F7-78AE-4379-BC7B-9AF8CCACA6BC
15347,L102330,L102330-A3DCFCB2-C772-422B-9286-F8D236AFF618
15348,L102331,L102331-B785FF0D-71A9-40CC-B470-DA18296CE7D1
15349,L102332,L102332-EE5D7B42-0267-449C-AC96-3D8A9A10F5FA
15350,L102333,L102333-236086F9-3082-4AA6-85D0-25A3C6B3667E
15351,L102334,L102334-A04B8B72-392B-43D8-A3F8-B28CE24BA5ED
15352,L102335,L102335-7AD45207-56BB-4506-B8E1-6425C351086F
15353,L102336,L102336-8E38B0CE-BC5B-4F34-B3CC-5CACC9973AD1
15354,L102337,L102337-91033469-F448-4B55-86A4-4D9772E85478
15355,L102338,L102338-F0E8813F-9DAD-47B5-AF3E-1E7939BB2410
15356,L102339,L102339-80DC2FC4-D92A-40A4-80B1-0FF2034F65B8
15357,L102340,L102340-6B79E31D-A804-466C-B4D9-084C667B52F3
15358,L102341,L102341-74098F60-3576-4E39-9618-72480D79889F
15359,L102342,L102342-E112EE41-1431-4B74-9A66-7C3B6D93F4A7
15360,L102343,L102343-042E9B5D-27D6-415A-B535-24844BDD2503
15361,L102344,L102344-B140E0DD-0B35-40AF-991F-FB792AB92529
15362,L102345,L102345-DBC0F394-3AFA-4356-9A04-16103602DDBB
15363,L102346,L102346-34C34BB5-8BF6-444A-8883-7D7A3ED251D2
15364,L102347,L102347-C5AFFDF2-370B-49A7-8886-FA5299BB4D8F
15365,L102348,L102348-010A700A-A511-4FD9-A407-AE6EF856B244
15366,L102349,L102349-C0B83596-DB3D-4185-941A-E97A4B909734
15367,L102350,L102350-95BE18AE-A966-482D-8D31-4877E7ACC16A
15368,L102351,L102351-394901E0-C3A5-4F1A-8E0B-046947052084
15369,L102352,L102352-B997155C-2411-49F8-A504-3EF13489AE9E
15370,L102353,L102353-5DA5BE71-A31F-420E-9218-43809EB032BF
15371,L102354,L102354-E711E845-2CBD-4AE9-B87D-E7EF2B6FED5A
15372,L102355,L102355-D4CEBBF2-836F-4BE1-B813-D11DD62F884F
15373,L102356,L102356-96FBA5AE-7185-42FD-AA78-3D5A38822AB5
15374,L102357,L102357-03220B56-BB7B-4B3B-B518-E3D3B9F4AA47
15375,L102358,L102358-F68962D2-E8A4-4C5A-BE29-324984ED9035
15376,L102359,L102359-31A9FCC0-33F3-4DC5-8E8F-29FAA790C503
15377,L102360,L102360-98AEC554-4A24-4E40-A7CE-72D0FA093C44
15378,L102361,L102361-DA679944-CB12-4C11-8409-EE2F6117FFD4
15379,L102362,L102362-83DE7261-037F-4012-BF14-030BBF992CC8
15380,L102363,L102363-491118B7-26CE-415E-A6FF-4557FA24D620
15381,L102364,L102364-B606388B-F35F-454C-8B26-675B2A9C15E2
15382,L102365,L102365-88F1BF94-B5F5-451B-B912-C1CEFC7E4F70
15383,L102366,L102366-298253BB-79BC-4C99-989A-122AEE9CEC39
15384,L102367,L102367-B1D216B2-7C63-4E97-AE14-7D76680E7029
15385,L102368,L102368-F0141FA9-95CF-4AAA-8EFA-E7E396AE2F71
15386,L102369,L102369-AE2AF573-F988-4755-9CF3-ED62A5F1DB13
15387,L102370,L102370-90E76308-2ECA-4DD8-9066-0158067E7E85
15388,L102371,L102371-F613A534-7A0B-4118-8358-2288AE0C9C14
15389,L102372,L102372-5F10D5E3-14A5-48D7-BDD8-2D2BC9AC7620
15390,L102373,L102373-62C68B00-1F69-4F7C-81D6-10A83CF2E7EC
15391,L102374,L102374-AB4421E5-2E58-4504-8E4C-780D4F4B4666
15392,L102375,L102375-D52EF8B7-2707-4145-AE00-3CB546C09CB2
15393,L102376,L102376-8F94534A-62B1-427A-8893-7E1B2CD48B28
15394,L102377,L102377-AB8A1C8F-3419-477F-88DC-9956D7239EE5
15395,L102378,L102378-EB69C8EC-C95E-4F5C-8E0D-D16C2BEBCC0A
15396,L102379,L102379-1D8CF12B-85CA-4128-B190-A9D87E6E8D8A
15397,L102380,L102380-FA559EF7-80D0-4F21-ADB5-284CC42C3EB2
15398,L102381,L102381-11C4D52D-B918-477C-BD97-82259D09A7B8
15399,L102382,L102382-5F540C70-35BC-4318-B8FC-AF8140349C59
15400,L102383,L102383-4DE83425-C1A9-4F69-8170-18B438A75A10
15401,L102384,L102384-2D263C13-86AD-4881-8D21-1DD5742D10DA
15402,L102385,L102385-B12CE73E-06D7-46D0-ABDE-90B2DC76EBCD
15403,L102386,L102386-C93086CC-8D74-4300-A2D8-A1CDDC879E43
15404,L102387,L102387-658C41CF-C0A0-49B6-9042-031C3C3685E5
15405,L102388,L102388-DE305128-5391-4659-8A8E-26473DC05076
15406,L102389,L102389-D4314102-ECBC-46F5-96D2-CF21F4F35991
15407,L102390,L102390-7E7C6821-001C-4F1D-B29B-7FFFAD052748
15408,L102391,L102391-99D59FC8-035B-453D-800A-B08507ADCFC7
15409,L102392,L102392-372486E0-ECF6-4009-89A0-6D6C4ED431DD
15410,L102393,L102393-B3BCA115-AC30-47FC-AF2B-D5F0439DD852
15411,L102394,L102394-8CB9BACF-AA51-4660-9FE0-FCA3F7877F72
15412,L102395,L102395-B9B9E79D-17D1-4F7E-A3E7-7050CF853305
15413,L102396,L102396-D97AC4CB-B1BF-4D7D-91C7-7351B971824D
15414,L102397,L102397-F33E71F2-793D-46E4-AB03-2E5B48B18B74
15415,L102398,L102398-3FFB8B9C-187A-4232-AD75-CD91EACCD8D1
15416,L102399,L102399-DCCBD6A3-8194-4898-A5BE-6D25B0BB183A
15417,L102400,L102400-1993CB0C-7C17-49AC-9BB5-7FECB3B0A589
15418,L102401,L102401-79EADBD0-2001-4B87-85EC-6849969E2353
15419,L102402,L102402-B6939B93-5BF5-4F94-B753-7D90210BB9A1
15420,L102403,L102403-3A4F6AF8-A782-4742-A845-7996A354C177
15421,L102404,L102404-EE96F1C4-EAED-475F-AAC0-BCA41433EB4C
15422,L102405,L102405-680E364B-1DB5-4A14-A9ED-93D6579AEC4D
15423,L102406,L102406-C33C75FA-CE51-4FF4-8536-A653A77D0A85
15424,L102407,L102407-15BE73F4-367B-4D51-B485-EEEB5383CD5E
15425,L102408,L102408-8FEF6B8F-5FB8-4B29-BD2B-95D1CD213F27
15426,L102409,L102409-453D01FE-8625-48A1-B060-12C3A8F249B3
15427,L102410,L102410-CA78647E-1631-435D-B12F-5BA03C93345F
15428,L102411,L102411-384928F6-661C-491A-AA74-2D1E5E5C2541
15429,L102412,L102412-02153A6E-5E98-4568-8EFA-63DD8F3AA87E
15430,L102413,L102413-5DDA2FEA-FE8B-4AA3-B9B4-36576BE0BCE3
15431,L102414,L102414-F9316E51-9F60-442B-B899-BC9EEF5D8E90
15432,L102415,L102415-2FD171C8-337D-4324-8B3D-B2690380593C
15433,L102416,L102416-E05F7CAB-1B91-4D10-9526-33FA1205A6F5
15434,L102417,L102417-8E52E05B-DD87-49B6-A016-31BBC23BB7EF
15435,L102418,L102418-27FDECD0-E164-4454-8D6D-EC4AE628371F
15436,L102419,L102419-71F094AE-240E-473A-BB5D-C49C2E57212F
15437,L102420,L102420-741127AD-5C73-4749-A339-4F20A7A77E75
15438,L102421,L102421-63327E05-2D3E-41D9-8910-60C030345F62
15439,L102422,L102422-A3094E06-373D-4C1E-8597-021B9E689775
15440,L102423,L102423-850C12F7-E43F-4531-84E1-023DCF27B33D
15441,L102424,L102424-0D4FA63C-99EC-46CE-975C-36D080ADE0C5
15442,L102425,L102425-640AB314-3A37-4D48-BA86-A5A34FB2A5E6
15443,L102426,L102426-65DEA8D6-4B0F-44E9-ABAE-12B484234027
15444,L102427,L102427-D94CE9F9-7972-4D74-A51A-07673F806C0F
15445,L102428,L102428-62D37C8D-8CF6-4716-8A40-5DDF6BD15C1E
15446,L102429,L102429-9229E81A-9CD8-4444-A232-E5D24AFC79B8
15447,L102430,L102430-C9ED05DE-B683-4E79-B473-D4DAC6D2B5E0
15448,L102431,L102431-F44DA821-E126-4277-8BEE-532F8F95510B
15449,L102432,L102432-C919295A-AEEF-44A4-8D23-C73966021684
15450,L102433,L102433-29748CBF-FD3B-4FFC-BB98-E937B83D7374
15451,L102434,L102434-DBC88660-DC26-44D4-9DDE-8F489189598B
15452,L102435,L102435-6A8D37A3-F63F-4402-8F3C-349B2A88F026
15453,L102436,L102436-85323BDE-C790-421B-8D7F-84B097F24766
15454,L102437,L102437-5C28D24E-4B24-4BAA-9CD5-9AC06249956F
15455,L102438,L102438-3B10E2F4-B1DA-4ED8-B3DD-33AC2859CBAE
15456,L102439,L102439-C63199B7-84B3-42E8-9D4D-0129DF8CF009
15457,L102440,L102440-000F521B-FBED-4E3E-8DD7-06D904127C5D
15458,L102441,L102441-E2DF5E82-9424-473A-8D4A-4D9F53582665
15459,L102442,L102442-B25A75D9-C677-4E9E-B82E-71E694A257BE
15460,L102443,L102443-F5F0DB3B-B255-4EF8-8E00-C5437F998EEB
15461,L102444,L102444-C47359EE-2FB9-460B-BF26-333A176F4EC3
15462,L102445,L102445-9897F9D8-1633-437E-B794-3D04F3BFEBDB
15463,L102446,L102446-96E69489-329D-4D42-A7CB-0346BD7F4421
15464,L102447,L102447-3F87A080-1ACE-46D3-8A7E-3D1FD33BAB1A
15465,L102448,L102448-418DE20E-6A4E-45EC-8741-09FFDAD3F6A7
15466,L102449,L102449-A84B70D8-2416-4908-A410-6E7D9F682631
15467,L102450,L102450-6197C0FB-CE09-4F8E-B84B-862F723A30F5
15468,L102451,L102451-CED5745F-D65E-4B7D-BF79-DB764C5396C2
15469,L102452,L102452-D1F89161-8BA2-410A-B9BF-09F60F2DE3E3
15470,L102453,L102453-F3D45208-0994-407B-A965-9EFC6E1564CF
15471,L102454,L102454-03B488BF-CC70-40C4-881A-10DB945B540B
15472,L102455,L102455-81ED4A8E-0913-4C68-9BAF-365941088283
15473,L102456,L102456-6C42F793-9D3E-48C5-994C-1CAE1CEF6796
15474,L102457,L102457-F93296B7-8C4B-4020-8142-E8BFB5862A33
15475,L102458,L102458-13F66AAA-0539-416B-BB4A-B97F441D27CD
15476,L102459,L102459-3DD91736-8F96-473B-8278-B1937B978B6A
15477,L102460,L102460-0C74A091-73C2-4E40-95C9-C1449D4380BF
15478,L102461,L102461-8C52EEE5-4A7E-4932-B1BF-E5F95F02D5A5
15479,L102462,L102462-EEF47DEA-37A5-49B9-8070-AE559976D646
15480,L102463,L102463-1838D3AD-D623-4056-9230-1411710C6C6E
15481,L102464,L102464-8BC2DBF4-02A3-4D8D-AF37-E02BD829A5F9
15482,L102465,L102465-6415E535-B820-4238-BD33-7E204691A014
15483,L102466,L102466-A1E71447-AC07-4C8C-9690-E3023D7AAB43
15484,L102467,L102467-5C802079-A5DA-4165-81DC-F73331AE8810
15485,L102468,L102468-714B158C-892A-4B98-9554-F1FE90B2FC0F
15486,L102469,L102469-F2CF3080-7CF3-4658-AD8A-1BB8D2E374C3
15487,L102470,L102470-11CFB743-1998-49F6-9C8D-42B17E316B54
15488,L102471,L102471-7EE60F94-989D-4A06-BB63-DA550E9D113C
15489,L102472,L102472-8E720138-D488-4969-8FEE-2D6E3DCEC236
15490,L102473,L102473-5622433D-1445-4B57-B277-8D932F52B4DF
15491,L102474,L102474-41874551-2D9D-4B0D-83E8-691F3477C1D5
15492,L102475,L102475-5D07ECA2-5285-4DE4-A4DD-41F740708B42
15493,L102476,L102476-BE5AB9C6-B76B-4936-9EA6-18C1EF4698D1
15494,L102477,L102477-804BD267-EE75-4E1C-8FDE-59AA2AEA201F
15495,L102478,L102478-C45E6ED5-BCBB-41E8-9C1C-9648B5A2D242
15496,L102479,L102479-D931355D-2D06-4A6A-B999-6403588B90EA
15497,L102480,L102480-AF758669-1B0F-4A6C-AEF3-46E3E01561BC
15498,L102481,L102481-638D893A-AC69-4F08-AD04-8ECE1FD2055E
15499,L102482,L102482-40E7F516-6C6B-4508-A7AB-D6B36FA15A92
15500,L102483,L102483-CE3AC715-5B7E-47AB-B5B3-3AB404BD0D83
15501,L102484,L102484-3504EBE8-AD36-4E4B-B7B1-E29127591478
15502,L102485,L102485-4B2CB108-FF26-42E9-ABCE-C75EB594F9DB
15503,L102486,L102486-3A93D7B1-D671-4F95-9FEC-E042BB49634A
15504,L102487,L102487-9063F0E9-B935-4986-BE3C-CEA802464326
15505,L102488,L102488-BF69A61D-9E1B-42E4-BFB2-8E829EE1695D
15506,L102489,L102489-58846E57-5D41-4B89-B472-EED2E39C9855
15507,L102490,L102490-C928482C-0EC8-49E9-8B52-055C3A25D085
15508,L102491,L102491-DF8BF481-854F-40FF-91FA-9097DFD1CA9F
15509,L102492,L102492-A4A4BAE7-E828-4E83-84C5-755228F56338
15510,L102493,L102493-77F1E87D-065E-455C-A477-300A130F9DE0
15511,L102494,L102494-C450104D-A0A1-4647-9FF2-26D43FEC16C9
15512,L102495,L102495-D901A26E-1D1B-4DB0-8B56-460C9E795D0B
15513,L102496,L102496-1D37EDB7-222A-44EE-8A32-1F0CCF81DEED
15514,L102497,L102497-BDAF2072-A88A-4A3F-B0F4-088233BEE913
15515,L102498,L102498-C474D434-D98D-46CB-AA4E-BF152B76470A
15516,L102499,L102499-274EFB9C-D4E5-4406-8D7B-1D91761E94AB
15517,L102500,L102500-628A591E-E311-436F-AA66-60A37904C93A
15518,L102501,L102501-4D9F9BB9-4A78-4F96-A0A5-690E9A4C4137
15519,L102502,L102502-C0673EF1-5E5E-4CAE-941B-6109E09E9F61
15520,L102503,L102503-66FA4EF9-58C5-4532-8CC1-5D7D36DB0730
15521,L102504,L102504-7CDF50D8-BE91-4217-84E4-44A73F3BB03C
15522,L102505,L102505-1AB8E6F4-D1FC-45E4-88D4-4DAC6FECF964
