id	lemmaRaw	wr	upostag	lilaRef	matchType	modLemma
14620	soldus, -a, -um:	soldus	ADJ	lemma/125062	ONE	NULL
14621	solea, -ae,	solea	NOUN	lemma/125046	ONE	NULL
14622	soleātus, -a, -um:	soleatus	ADJ	lemma/125049	ONE	NULL
14623	solemn-	solemn	NULL	NULL	ZERO	NULL
14624	soleo, solitus	soleo	NOUN	lemma/125051	*one*	NULL
14625	sōler-...:	soler	NULL	lemma/125093,lemma/125098,lemma/81188	*many*	NULL
14626	solidē	solide	NULL	hypolemma/41104	*one*	NULL
14627	soliditās, -ātis,	soliditas	NOUN	lemma/125060	ONE	NULL
14628	solido	solido	NULL	lemma/125061	*one*	NULL
14629	solidum, -i,	solidum	NOUN	lemma/81182	ONE	NULL
14630	solidus, -a, -um:	solidus	ADJ	lemma/125062	ONE	NULL
14631	sōliferreum	soliferreum	NULL	lemma/125064	*one*	NULL
14632	sōlistimus	solistimus	NULL	lemma/125070	*one*	NULL
14633	sōlipūga, -ae,	solipuga	NOUN	lemma/123230	ONE	NULL
14634	sōlitārius, -a, -um:	solitarius	ADJ	lemma/125072	ONE	NULL
14635	sōlitūdo, -inis,	solitudo	NOUN	lemma/125076	ONE	NULL
14636	solitum, -i,	solitum	NOUN	lemma/136108	ONE	NULL
14637	solitus, -a, -um:	solitus	ADJ	hypolemma/41094	ONE	NULL
14638	solium, -i,	solium	NOUN	lemma/125079	ONE	NULL
14639	solivagus, -a, -um:	soliuagus	ADJ	lemma/125077	ONE	NULL
14640	sollemne, -is,	sollemne	NOUN	lemma/123740	ONE	NULL
14641	sollemnis, -e:	sollemnis	NOUN	lemma/123629	*one*	NULL
14642	sollemniter	sollemniter	NULL	hypolemma/41120	*one*	NULL
14643	sollers, ertis:	sollers	NOUN	lemma/125084	*one*	NULL
14644	sollerter	sollerter	NULL	hypolemma/113069	*one*	NULL
14645	sollertia, -ae,	sollertia	NOUN	lemma/125085	ONE	NULL
14646	sollicitātio, -ōnis,	sollicitatio	NOUN	lemma/125086	ONE	NULL
14647	sollicito	sollicito	NULL	lemma/125088	*one*	NULL
14648	sollicitūdo, -inis,	sollicitudo	NOUN	lemma/125089	ONE	NULL
14649	sollicitus, -a, -um:	sollicitus	ADJ	lemma/125090	ONE	NULL
14650	solliferreum, -i,	solliferreum	NOUN	lemma/125064	ONE	NULL
14651	sollistimus, -a, -um:	sollistimus	ADJ	lemma/125070	ONE	NULL
14652	sōloecum, -i,	soloecum	NOUN	lemma/125097	ONE	NULL
14653	sōlor	solor	NULL	lemma/125098	*one*	NULL
14654	solstitiālis, -e:	solstitialis	NOUN	lemma/125103	*one*	NULL
14655	solstitium, -i,	solstitium	NOUN	lemma/125104	ONE	NULL
14656	sōlum	solum	NULL	lemma/125106,hypolemma/111490	*many*	NULL
14657	solum, -i,	solum	NOUN	lemma/125106	ONE	NULL
14658	sōlus, -a, -um:	solus	ADJ	lemma/125109	*one*	NULL
14659	solūtē	solute	NULL	hypolemma/113157	*one*	NULL
14660	solūtio, -ōnis,	solutio	NOUN	lemma/125112	ONE	NULL
14661	solūtus, -a, -um:	solutus	ADJ	hypolemma/41152	ONE	NULL
14662	solvo, solvi, solutum	soluo	VERB	lemma/125108	ONE	NULL
14663	somniculōsus, -a, -um:	somniculosus	ADJ	lemma/125118	ONE	NULL
14664	somnifer, -fera, -ferum:	somnifer	ADJ	lemma/125120	ONE	NULL
14665	somnio	somnio	NULL	lemma/125124	*one*	NULL
14666	somnium, -i,	somnium	NOUN	lemma/125126	ONE	NULL
14667	somnus, -i,	somnus	NOUN	lemma/125130	ONE	NULL
14668	sonābilis, -e:	sonabilis	NOUN	lemma/125131	*one*	NULL
14669	sonans, -antis:	sonans	NOUN	lemma/21927,hypolemma/41208	*many*	NULL
14670	sōnipēs, -pedis:	sonipes	NOUN	lemma/125135	*one*	NULL
14671	sonitus, -ūs,	sonitus	NOUN	lemma/127465	ONE	NULL
14672	sonivius, -a, -um:	soniuius	ADJ	lemma/125137	ONE	NULL
14673	sonō, -ui, -itum	sono	VERB	lemma/125138,lemma/125139	MANY	NULL
14674	sonor, -ōris,	sonor	NOUN	lemma/125140	ONE	NULL
14675	sonōrus, -a, -um:	sonorus	ADJ	lemma/125142	ONE	NULL
14676	sons, sontis:	sons	NOUN	lemma/81292	ONE	NULL
14677	sonticus, -a, -um:	sonticus	ADJ	lemma/125144	ONE	NULL
14678	sonus, -i,	sonus	NOUN	lemma/125146	ONE	NULL
14679	sophia, -ae,	sophia	NOUN	lemma/125148	ONE	NULL
14680	sophistēs, -ae,	sophistes	NOUN	lemma/125151	ONE	NULL
14681	sophus, -a, -um:	sophus	ADJ	lemma/125156	*one*	NULL
14682	sōpio	sopio	NULL	lemma/125159,lemma/125160	*many*	NULL
14683	sopor, -ōris,	sopor	NOUN	lemma/125162	ONE	NULL
14684	sopōrātus, -a, -um:	soporatus	ADJ	hypolemma/41231	ONE	NULL
14685	sopōrifer, -fera, -ferum:	soporifer	ADJ	lemma/125163	ONE	NULL
14686	sopōro	soporo	NULL	lemma/125164	*one*	NULL
14687	sopōrus, -a, -um:	soporus	ADJ	lemma/125165	ONE	NULL
14688	sorbeo, sorbui, —	sorbeo	VERB	lemma/125168	ONE	NULL
14689	sorbillo	sorbillo	NULL	lemma/125171	*one*	NULL
14690	sorbitio, -ōnis,	sorbitio	NOUN	lemma/125173	ONE	NULL
14691	sorbum, -i,	sorbum	NOUN	lemma/125176	ONE	NULL
14692	sorbus, -i,	sorbus	NOUN	lemma/125177	ONE	NULL
14693	sordeo, -ui, —	sordeo	VERB	lemma/125178	ONE	NULL
14694	sordēs, -is,	sordes	NOUN	lemma/125180	ONE	NULL
14695	sordesco, —, —	sordesco	VERB	lemma/125179	ONE	NULL
14696	sordidātus, -a, -um:	sordidatus	ADJ	hypolemma/41249	ONE	NULL
14697	sordidus, -a, -um:	sordidus	ADJ	lemma/125184	ONE	NULL
14698	sōrex, -icis,	sorex	NOUN	lemma/125190	ONE	NULL
14699	soror, -ōris,	soror	NOUN	lemma/125195	ONE	NULL
14700	sororcula, -ae,	sororcula	NOUN	lemma/125196	ONE	NULL
14701	sorōricīda, -ae,	sororicida	NOUN	lemma/125197	ONE	NULL
14702	sorōrius, -a, -um:	sororius	ADJ	lemma/125202	ONE	NULL
14703	sors, sortis,	sors	NOUN	lemma/125180,lemma/125204	MANY	NULL
14704	sortilegus, -a, -um:	sortilegus	ADJ	lemma/125210	ONE	NULL
14705	sortior	sortior	NULL	lemma/125211,hypolemma/41292	*many*	NULL
14706	sortītio, -ōnis,	sortitio	NOUN	lemma/125213	ONE	NULL
14707	sortīto	sortito	NULL	hypolemma/41283	*one*	NULL
14708	sortītor, -ōris,	sortitor	NOUN	lemma/125214	ONE	NULL
14709	sortītus, -ūs,	sortitus	NOUN	lemma/125234	ONE	NULL
14710	sospes, -itis:	sospes	NOUN	lemma/125216	*one*	NULL
14711	sospita, -ae,	sospita	NOUN	lemma/125217	ONE	NULL
14712	sospito	sospito	NULL	lemma/125222	*one*	NULL
14713	sōter, -tēris	soter	NOUN	lemma/125223	ONE	NULL
14714	spādix, -īcis	spadix	NOUN	lemma/125229	ONE	NULL
14715	spado, -ōnis,	spado	NOUN	lemma/125230	ONE	NULL
14716	spargo, sparsi, sparsum	spargo	VERB	lemma/125240	ONE	NULL
14717	sparsi	sparsi	NULL	lemma/125240,lemma/81549	*many*	NULL
14718	sparsus, -a, -um:	sparsus	ADJ	hypolemma/41310	ONE	NULL
14719	sparton	sparton	NULL	lemma/125249	*one*	NULL
14720	sparulus, -i,	sparulus	NOUN	lemma/125252	ONE	NULL
14721	sparum i,	sparum i	NULL	NULL	ZERO	NULL
14722	sparus, -i,	sparus	NOUN	lemma/125253,lemma/127348	MANY	NULL
14723	spatha, -ae,	spatha	NOUN	lemma/125263	ONE	NULL
14724	spatior	spatior	NULL	lemma/125267	*one*	NULL
14725	spatiōsē	spatiose	NULL	hypolemma/41328	*one*	NULL
14726	spatiōsus, -a, -um:	spatiosus	ADJ	lemma/125270	ONE	NULL
14727	spatium, -i,	spatium	NOUN	lemma/125271	ONE	NULL
14728	speciēs, -ēi,	species	NOUN	lemma/125279	ONE	NULL
14729	specillum, -i,	specillum	NOUN	lemma/125282	ONE	NULL
14730	specimen, -inis,	specimen	NOUN	lemma/125283	ONE	NULL
14731	specio, spexi, spectum	specio	VERB	lemma/125285	ONE	NULL
14732	speciōsē	speciose	NULL	hypolemma/41343	*one*	NULL
14733	speciōsus, -a, -um:	speciosus	ADJ	lemma/125287	ONE	NULL
14734	spectābilis, -e:	spectabilis	NOUN	lemma/125288	*one*	NULL
14735	spectāculum, -i,	spectaculum	NOUN	lemma/125290	ONE	NULL
14736	spectans, -antis:	spectans	NOUN	hypolemma/41356	*one*	NULL
14737	spectandus, -a, -um:	spectandus	ADJ	lemma/125299	*one*	NULL
14738	spectātio, -ōnis,	spectatio	NOUN	lemma/125293	ONE	NULL
14739	spectātor, -ōris,	spectator	NOUN	lemma/125295	ONE	NULL
14740	spectātrix, -trīcis,	spectatrix	NOUN	lemma/125296	ONE	NULL
14741	spectātus, -a, -um:	spectatus	ADJ	hypolemma/41355	ONE	NULL
14742	spectio, -ōnis,	spectio	NOUN	lemma/125297	ONE	NULL
14743	specto	specto	NULL	lemma/125299	*one*	NULL
14744	spectrum, -i,	spectrum	NOUN	lemma/125300	ONE	NULL
14745	spectus, -a, -um:	spectus	ADJ	hypolemma/41340	ONE	NULL
14746	spēcula, -ae,	specula	NOUN	lemma/125301,lemma/127442	MANY	NULL
14747	spēcula, -ae,	specula	NOUN	lemma/125301,lemma/127442	MANY	NULL
14748	speculābundus, -a, -um:	speculabundus	ADJ	lemma/125303	ONE	NULL
14749	speculāria, -ium	specularia	NOUN	lemma/81618	ONE	NULL
14750	speculātor, -ōris,	speculator	NOUN	lemma/125310	ONE	NULL
14751	speculātōrius, -a, -um:	speculatorius	ADJ	lemma/125311	ONE	NULL
14752	speculātrix, -īcis,	speculatrix	NOUN	lemma/125312	ONE	NULL
14753	speculor	speculor	NULL	lemma/125314	*one*	NULL
14754	speculum, -i,	speculum	NOUN	lemma/125316	ONE	NULL
14755	specus, -ūs,	specus	NOUN	lemma/125318,lemma/125319	MANY	NULL
14756	spēlaeum, -i,	spelaeum	NOUN	lemma/125321	ONE	NULL
14757	spēlunca, -ae,	spelunca	NOUN	lemma/125323	ONE	NULL
14758	sperno, sprēvi, sprētum	sperno	VERB	lemma/125332,lemma/125333	MANY	NULL
14759	spēro	spero	NULL	lemma/125334	*one*	NULL
14760	spēs, -ei,	spes	NOUN	lemma/125336	ONE	NULL
14761	spexi	spexi	NULL	lemma/125285	*one*	NULL
14762	sphaera, -ae,	sphaera	NOUN	lemma/125341	ONE	NULL
14763	sphaeristerium, -i,	sphaeristerium	NOUN	lemma/125346	ONE	NULL
14764	sphinx, sphingis,	sphinx	NOUN	lemma/81674	ONE	NULL
14765	spīca, -ae,	spica	NOUN	lemma/124395	ONE	NULL
14766	spīceus, -a, -um:	spiceus	ADJ	lemma/125366	ONE	NULL
14767	spiclum	spiclum	NULL	lemma/125373	*one*	NULL
14768	spīcum, -i,	spicum	NOUN	lemma/124088	ONE	NULL
14769	spīna, -ae,	spina	NOUN	lemma/125390	ONE	NULL
14770	spīnētum, -i,	spinetum	NOUN	lemma/125377	ONE	NULL
14771	spīneus, -a, -um:	spineus	ADJ	lemma/125378	ONE	NULL
14772	spīniger, -gera, -gerum:	spiniger	ADJ	lemma/125380	ONE	NULL
14773	spīnōsus, -a, -um:	spinosus	ADJ	lemma/125383	ONE	NULL
14774	spīnus, -i,	spinus	NOUN	lemma/125391	ONE	NULL
14775	spīra, -ae,	spira	NOUN	lemma/125395	ONE	NULL
14776	spīrābilis, -e:	spirabilis	NOUN	lemma/125396	*one*	NULL
14777	spīrāculum, -i,	spiraculum	NOUN	lemma/125397	ONE	NULL
14778	spīrāmentum, -i,	spiramentum	NOUN	lemma/125400	ONE	NULL
14779	spīritus, -ūs,	spiritus	NOUN	lemma/125406	ONE	NULL
14780	spīro	spiro	NULL	lemma/125407	*one*	NULL
14781	spissāmentum, -i,	spissamentum	NOUN	lemma/125409	ONE	NULL
14782	spissesco, —, —	spissesco	VERB	lemma/125411	ONE	NULL
14783	spisso	spisso	NULL	lemma/125415	*one*	NULL
14784	spissus, -a, -um:	spissus	ADJ	lemma/125416	ONE	NULL
14785	splēn, -ēnis,	splen	NOUN	lemma/125420	ONE	NULL
14786	splendeo, -ui, —	splendeo	VERB	lemma/125421	ONE	NULL
14787	splendesco, splendui, —	splendesco	VERB	lemma/123543	ONE	NULL
14788	splendidus, -a, -um:	splendidus	ADJ	lemma/125424	ONE	NULL
14789	splendor, -ōris,	splendor	NOUN	lemma/125427	ONE	NULL
14790	spoliārium, -i,	spoliarium	NOUN	lemma/125441	ONE	NULL
14791	spoliātio, -ōnis,	spoliatio	NOUN	lemma/125442	ONE	NULL
14792	spoliātor, -ōris,	spoliator	NOUN	lemma/125443	ONE	NULL
14793	spoliātrix, -trīcis,	spoliatrix	NOUN	lemma/125444	ONE	NULL
14794	spolio	spolio	NULL	lemma/125446	*one*	NULL
14795	spolium, -i,	spolium	NOUN	lemma/125448	ONE	NULL
14796	sponda, -ae,	sponda	NOUN	lemma/125450	ONE	NULL
14797	spondālium, -i,	spondalium	NOUN	lemma/125452	ONE	NULL
14798	spondeo, spopondi, sponsum	spondeo	VERB	lemma/125455	ONE	NULL
14799	spondēus, -i,	spondeus	NOUN	lemma/124680	ONE	NULL
14800	spongia, -ae,	spongia	NOUN	lemma/124816	ONE	NULL
14801	sponsa, -ae,	sponsa	NOUN	lemma/127443	ONE	NULL
14802	sponsālia, -ium,	sponsalia	NOUN	lemma/125468	ONE	NULL
14803	sponsālis, -e:	sponsalis	NOUN	lemma/124111	*one*	NULL
14804	sponsio, -ōnis,	sponsio	NOUN	lemma/125469	ONE	NULL
14805	sponsor, -ōris,	sponsor	NOUN	lemma/125472	ONE	NULL
14806	sponsus, -a, -um:	sponsus	ADJ	hypolemma/41508	ONE	NULL
14807	sponsus, -i,	sponsus	NOUN	lemma/127444	ONE	NULL
14808	sponsus, -ūs,	sponsus	NOUN	lemma/127446	ONE	NULL
14809	sponte	sponte	NULL	hypolemma/41517	*one*	NULL
14810	spopondi	spopondi	NULL	lemma/125455	*one*	NULL
14811	sporta, -ae,	sporta	NOUN	lemma/125477	ONE	NULL
14812	sportella, -ae,	sportella	NOUN	lemma/125478	ONE	NULL
14813	sportula, -ae,	sportula	NOUN	lemma/125480	ONE	NULL
14814	sprētor, -ōris,	spretor	NOUN	lemma/125483	ONE	NULL
14815	sprētus, -a, -um:	spretus	ADJ	hypolemma/41392	ONE	NULL
14816	sprēvi	spreui	NULL	lemma/125332,lemma/125333	*many*	NULL
14817	spūma, -ae,	spuma	NOUN	lemma/125484	ONE	NULL
14818	spūmesco, —, —	spumesco	VERB	lemma/125487	ONE	NULL
14819	spūmeus, -a, -um:	spumeus	ADJ	lemma/125488	ONE	NULL
14820	spūmifer, -fera, -ferum	spumifer	ADJ	lemma/125490	ONE	NULL
14821	spūmo	spumo	NULL	lemma/125493	*one*	NULL
14822	spūmōsus, -a, -um:	spumosus	ADJ	lemma/125494	ONE	NULL
14823	spuo, -ui, -ūtum	spuo	VERB	lemma/125495	ONE	NULL
14824	spurco	spurco	NULL	lemma/125502	*one*	NULL
14825	spurcus, -a, -um:	spurcus	ADJ	lemma/125503	ONE	NULL
14826	spūrius, -a, -um:	spurius	ADJ	lemma/125504	ONE	NULL
14827	spūtātilicus, -a, -um:	sputatilicus	ADJ	lemma/125509	ONE	NULL
14828	spūtum, -i,	sputum	NOUN	lemma/127469	ONE	NULL
14829	squālens, -tis:	squalens	NOUN	hypolemma/41574	*one*	NULL
14830	squāleo, —, —	squaleo	VERB	lemma/125512	ONE	NULL
14831	squālidus, -a, -um:	squalidus	ADJ	lemma/125515	ONE	NULL
14832	squālor, -ōris,	squalor	NOUN	lemma/125519	ONE	NULL
14833	squālus, -i,	squalus	NOUN	lemma/125521	ONE	NULL
14834	squāma, -ae,	squama	NOUN	lemma/125522	ONE	NULL
14835	squāmeus, -a, -um: squāmiger,gera, gerum	squameus	ADJ	lemma/125526	ONE	NULL
14836	squilla, -ae,	squilla	NOUN	lemma/123718,lemma/125535	MANY	NULL
14837	stabilīmen, -inis,	stabilimen	NOUN	lemma/125537	ONE	NULL
14838	stabilio	stabilio	NULL	lemma/125539,lemma/142613	*many*	NULL
14839	stabilis, -e:	stabilis	NOUN	lemma/125540	*one*	NULL
14840	stabilitās, -ātis,	stabilitas	NOUN	lemma/125541	ONE	NULL
14841	stabiliter	stabiliter	NULL	hypolemma/41604	*one*	NULL
14842	stabilītor, -ōris,	stabilitor	NOUN	lemma/125543	ONE	NULL
14843	stabulo	stabulo	NULL	lemma/125548	*one*	NULL
14844	stabulum, -i,	stabulum	NOUN	lemma/125549	ONE	NULL
14845	stacta, -ae,	stacta	NOUN	lemma/125551	ONE	NULL
14846	stadiodromos, -i,	stadiodromos	NOUN	lemma/125557	ONE	NULL
14847	stadium, -i,	stadium	NOUN	lemma/125559	ONE	NULL
14848	stagno	stagno	NULL	lemma/125566,lemma/127314	*many*	NULL
14849	stagno	stagno	NULL	lemma/125566,lemma/127314	*many*	NULL
14850	stagnum, -i,	stagnum	NOUN	lemma/125569,lemma/127352	MANY	NULL
14851	stāmen, -inis,	stamen	NOUN	lemma/125575	ONE	NULL
14852	stāmineus, -a, -um:	stamineus	ADJ	lemma/125578	ONE	NULL
14853	statārius, -a, -um:	statarius	ADJ	lemma/125589	ONE	NULL
14854	statēra, -ae,	statera	NOUN	lemma/125591	ONE	NULL
14855	statim	statim	NULL	lemma/125596	*one*	NULL
14856	statio, -ōnis,	statio	NOUN	lemma/125597	ONE	NULL
14857	statīva, -ōrum,	statiua	NOUN	lemma/82135	ONE	NULL
14858	statīvus, -a, -um:	statiuus	ADJ	lemma/125600	ONE	NULL
14859	stātor, -ōris,	stator	NOUN	lemma/125601,lemma/127315	MANY	NULL
14860	stātor, -ōris,	stator	NOUN	lemma/125601,lemma/127315	MANY	NULL
14861	statua, -ae,	statua	NOUN	lemma/125602	ONE	NULL
14862	statūmen, -inis,	statumen	NOUN	lemma/125610	ONE	NULL
14863	statuo, -ui, -ūtum	statuo	VERB	lemma/125614,lemma/82141	MANY	NULL
14864	statūra, -ae,	statura	NOUN	lemma/124965	ONE	NULL
14865	stātūrus, -a, -um:	staturus	ADJ	hypolemma/41013,hypolemma/41016,hypolemma/41668	MANY	NULL
14866	status, -a, -um:	status	ADJ	hypolemma/41011,hypolemma/41014	MANY	NULL
14867	status, -ūs,	status	NOUN	lemma/127471,lemma/82146	MANY	NULL
14868	statūtus, -a, -um:	statutus	ADJ	hypolemma/41666	ONE	NULL
14869	stēlio	stelio	NULL	lemma/125632	*one*	NULL
14870	stella, -ae,	stella	NOUN	lemma/125621,lemma/125625	MANY	NULL
14871	stellans, -antis:	stellans	NOUN	hypolemma/41690	*one*	NULL
14872	stellātus, -a, -um:	stellatus	ADJ	hypolemma/103412	ONE	NULL
14873	stellifer, -fera, -ferum	stellifer	ADJ	lemma/125629	ONE	NULL
14874	stellio	stellio	NULL	lemma/125632	*one*	NULL
14875	stemma, -ātis,	stemma	NOUN	lemma/125637	ONE	NULL
14876	stercoro	stercoro	NULL	lemma/125650	*one*	NULL
14877	sterculīn(i)um, -i,	sterculinium	NOUN	lemma/125652	ONE	NULL
14878	stercus, -oris,	stercus	NOUN	lemma/125653	ONE	NULL
14879	sterilis, -e:	sterilis	NOUN	lemma/125661	*one*	NULL
14880	sterilitās, -ātis,	sterilitas	NOUN	lemma/125662	ONE	NULL
14881	sternax, -ācis:	sternax	NOUN	lemma/125663	*one*	NULL
14882	sterno, strāvi, strātum	sterno	VERB	lemma/125664	ONE	NULL
14883	sternūmentum, -i,	sternumentum	NOUN	lemma/125665	ONE	NULL
14884	sternuo, -ui, —	sternuo	VERB	lemma/125666	ONE	NULL
14885	sternūtāmentum, -i,	sternutamentum	NOUN	lemma/125667	ONE	NULL
14886	sterquilīn(i)um, -i,	sterquilinium	NOUN	lemma/125652	ONE	NULL
14887	sterto, -ui, —	sterto	VERB	lemma/125672	ONE	NULL
14888	steti	steti	NULL	lemma/124554,lemma/124944	*many*	NULL
14889	stibadium, -i,	stibadium	NOUN	lemma/125673	ONE	NULL
14890	stigma, -atis,	stigma	NOUN	lemma/125680,lemma/125681	MANY	NULL
14891	stigmatiās, -ae,	stigmatias	NOUN	lemma/125682	ONE	NULL
14892	stigmōsus, -a, -um:	stigmosus	ADJ	lemma/125684	ONE	NULL
14893	stilla, -ae,	stilla	NOUN	lemma/125685	ONE	NULL
14894	stillārium, -i,	stillarium	NOUN	lemma/125686	ONE	NULL
14895	stillicidium, -i,	stillicidium	NOUN	lemma/125691	ONE	NULL
14896	stillo	stillo	NULL	lemma/125693	*one*	NULL
14897	stilus, -i,	stilus	NOUN	lemma/125696	ONE	NULL
14898	stimulātio, -ōnis,	stimulatio	NOUN	lemma/125698	ONE	NULL
14899	stimulo	stimulo	NULL	lemma/125702	*one*	NULL
14900	stimulus, -i,	stimulus	NOUN	lemma/125703	ONE	NULL
14901	stinguo, —, —	stinguo	VERB	lemma/125705	ONE	NULL
14902	stīpātio, -ōnis,	stipatio	NOUN	lemma/125709	ONE	NULL
14903	stīpātor, -ōris,	stipator	NOUN	lemma/125710	ONE	NULL
14904	stīpendiārius, -a, -um:	stipendiarius	ADJ	lemma/125713	ONE	NULL
14905	stīpendiārius, -i,	stipendiarius	NOUN	lemma/125713	*one*	NULL
14906	stīpendium, -i,	stipendium	NOUN	lemma/125716	ONE	NULL
14907	stīpes, -itis,	stipes	NOUN	lemma/125717	ONE	NULL
14908	stīpo	stipo	NULL	lemma/125719,lemma/142614	*many*	NULL
14909	stips, stipis,	stips	NOUN	lemma/125717,lemma/125720	MANY	NULL
14910	stipula, -ae,	stipula	NOUN	lemma/126079	ONE	NULL
14911	stipulātio, -ōnis,	stipulatio	NOUN	lemma/125722	ONE	NULL
14912	stipulātiuncula, -ae,	stipulatiuncula	NOUN	lemma/125723	ONE	NULL
14913	stipulātor, -ōris,	stipulator	NOUN	lemma/125724	ONE	NULL
14914	stipulor	stipulor	NULL	lemma/125725	*one*	NULL
14915	stīria, -ae,	stiria	NOUN	lemma/125727	ONE	NULL
14916	stirpitus	stirpitus	NULL	lemma/125732	*one*	NULL
14917	stirps, stirpis,	stirps	NOUN	lemma/125733	ONE	NULL
14918	stīva, -ae,	stiua	NOUN	lemma/125734	ONE	NULL
14919	stlis	stlis	NULL	lemma/110639	*one*	NULL
14920	stlocus	stlocus	NULL	lemma/110019	*one*	NULL
14921	sto, steti, statum	sto	VERB	lemma/124554	ONE	NULL
14922	stola, -ae,	stola	NOUN	lemma/125744	ONE	NULL
14923	stolidus, -a, -um:	stolidus	ADJ	lemma/125748	ONE	NULL
14924	stomachicus, -i,	stomachicus	NOUN	lemma/125754	ONE	NULL
14925	stomachor	stomachor	NULL	lemma/125755	*one*	NULL
14926	stomachōsus, -a, -um:	stomachosus	ADJ	lemma/125756	ONE	NULL
14927	stomachus, -i,	stomachus	NOUN	lemma/125757	ONE	NULL
14928	storea	storea	NULL	lemma/125767	*one*	NULL
14929	strabo, -ōnis,	strabo	NOUN	lemma/125768	ONE	NULL
14930	strāgēs, -is,	strages	NOUN	lemma/125771	ONE	NULL
14931	strāgulum, -i,	stragulum	NOUN	lemma/125774	ONE	NULL
14932	strāmen, -inis,	stramen	NOUN	lemma/125776	ONE	NULL
14933	strāmenticius, -a, -um:	stramenticius	ADJ	lemma/125778	ONE	NULL
14934	strāmentum, -i,	stramentum	NOUN	lemma/125780	ONE	NULL
14935	strāmineus, -a, -um:	stramineus	ADJ	lemma/125781	ONE	NULL
14936	strangulo	strangulo	NULL	lemma/125787	*one*	NULL
14937	strangūria, -ae,	stranguria	NOUN	lemma/125788	ONE	NULL
14938	strāta, -ae,	strata	NOUN	lemma/127447	ONE	NULL
14939	stratēgēma, -atis	strategema	NOUN	lemma/125790	ONE	NULL
14940	strātum, -i,	stratum	NOUN	lemma/127448	ONE	NULL
14941	strātūra, -ae,	stratura	NOUN	lemma/127423	ONE	NULL
14942	strātus, -a, -um:	stratus	ADJ	hypolemma/41710	ONE	NULL
14943	strāvi	straui	NULL	lemma/125664	*one*	NULL
14944	strēna, -ae,	strena	NOUN	lemma/125807	ONE	NULL
14945	strēnūitās, -ātis,	strenuitas	NOUN	lemma/125808	ONE	NULL
14946	strēnuus, -a, -um:	strenuus	ADJ	lemma/125810	ONE	NULL
14947	strepito	strepito	NULL	lemma/125811	*one*	NULL
14948	strepitus, -ūs,	strepitus	NOUN	lemma/127474	ONE	NULL
14949	strepo, -ui, -itum	strepo	VERB	lemma/125812,lemma/82522	MANY	NULL
14950	strictim	strictim	NULL	lemma/125818	*one*	NULL
14951	strictūra, -ae,	strictura	NOUN	lemma/127424	ONE	NULL
14952	strictus, -a, -um:	strictus	ADJ	hypolemma/41849	ONE	NULL
14953	strīdeo,strīdi, —	strideo	VERB	lemma/125825	ONE	NULL
14954	strīdor, -ōris,	stridor	NOUN	lemma/125827	ONE	NULL
14955	strīdulus, -a, -um:	stridulus	ADJ	lemma/125828	ONE	NULL
14956	strigilis, -is	strigilis	NOUN	lemma/125831	ONE	NULL
14957	strigo	strigo	NULL	lemma/125834,lemma/125835	*many*	NULL
14958	strigōsus, -a, -um:	strigosus	ADJ	lemma/125837	ONE	NULL
14959	stringo, strinxi, strictum	stringo	VERB	lemma/125839	ONE	NULL
14960	strinxi	strinxi	NULL	lemma/125839	*one*	NULL
14961	strio	strio	NULL	lemma/125841	*one*	NULL
14962	strix, -igis,	strix	NOUN	lemma/125844,lemma/127317	MANY	NULL
14963	stropha, -ae,	stropha	NOUN	lemma/125852	ONE	NULL
14964	strophium, -i,	strophium	NOUN	lemma/125857	ONE	NULL
14965	structor, -ōris,	structor	NOUN	lemma/125863	ONE	NULL
14966	structūra, -ae,	structura	NOUN	lemma/125880	ONE	NULL
14967	structus, -a, -um:	structus	ADJ	hypolemma/41873	ONE	NULL
14968	struēs, -is,	strues	NOUN	lemma/125865	ONE	NULL
14969	strūma, -ae,	struma	NOUN	lemma/125868	ONE	NULL
14970	struo, struxi, structum	struo	VERB	lemma/125874	ONE	NULL
14971	struxi	struxi	NULL	lemma/125874	*one*	NULL
14972	studeo, -ui, —	studeo	VERB	lemma/125886	ONE	NULL
14973	studiōsus, -a, -um:	studiosus	ADJ	lemma/125888	ONE	NULL
14974	studium, -i,	studium	NOUN	lemma/125889	ONE	NULL
14975	stultitia, -ae,	stultitia	NOUN	lemma/125893	ONE	NULL
14976	stultus, -a, -um:	stultus	ADJ	lemma/125896	ONE	NULL
14977	stūpa, -ae,	stupa	NOUN	lemma/125904	ONE	NULL
14978	stupefacio, -fēci, -factum	stupefacio	VERB	lemma/125897	ONE	NULL
14979	stupefactus, -a, -um:	stupefactus	ADJ	hypolemma/41893	ONE	NULL
14980	stupeo, -ui, —	stupeo	VERB	lemma/125899	ONE	NULL
14981	stupesco, —, —	stupesco	VERB	lemma/125343	ONE	NULL
14982	stupiditās, -ātis,	stupiditas	NOUN	lemma/124879	ONE	NULL
14983	stupidus, -a, -um:	stupidus	ADJ	lemma/125901	ONE	NULL
14984	stupor, -ōris,	stupor	NOUN	lemma/125902	ONE	NULL
14985	stuppa, -ae,	stuppa	NOUN	lemma/125904	ONE	NULL
14986	stuppeus, -a, -um:	stuppeus	ADJ	lemma/125907	ONE	NULL
14987	stupro	stupro	NULL	lemma/125910	*one*	NULL
14988	stuprum, -i,	stuprum	NOUN	lemma/125912	ONE	NULL
