id	qid	text
16640	L103623	vēnābulum, -i, n.: azkon.
16641	L103624	vēnālicius, -a, -um: sal daitekeen(a), salgai dagoen(a); vēnālicius, -i, m.: esklabo-trafikatzaile. 
16642	L103625	vēnālis, -e: salgarri, salgai dagoen(a); eros daitekeen(a), bere burua erosten uzten duen(a).
16643	L103626	vēnāticus, -a, -um: ehizari dagokion(a), ehizako, ehizaren, ehiza- (canis v.: ehiza-txakur).
16644	L103627	vēnātio, -ōnis, f.: ehiza, ihizi; ehizaki, animalia basatiak (ehizatu aurretik nahiz ondoren); ehiza-haragi.
16645	L103628	vēnātor, -ōris, m.: ehiztari [gizonezkoa]; ikertzaile, behatzaile (naturae: naturarena).
16646	L103629	vēnātorius, -a, -um: ehizari dagokion(a), ehizako, ehizaren, ehiza-, ehiztariari dagokion(a), ehiztariaren, ehiztari-.
16647	L103630	vēnātrix, -īcis, f.: ehiztari [emakumezkoa].
16648	L103631	vēnātus, -ūs, m.: ehiza, ehizatze, ehizaldi; ehizaki.
16649	L103632	vendibilis, -e: sal daitekeen(a), erraz saltzen den(a); atsegin, gomendagarri, boladan dagoen(a).
16650	L103633	vendidi: perf., ikus vendo
16651	L103634	venditātio, -ōnis, f.: arrandia, harrokeria.
16652	L103635	venditator, -ōris, m.: harroputz.
16653	L103636	venditio, -ōnis, f.: saltze, salmenta; enkante.
16654	L103637	vendito 1: salgai jarri; saldu; salerosketan ibili, trafikatu; eskaini, gomendatu (se alicui: norbaiten borondatea eskuratzen ahalegintzeko); arrandiatu, arrandiaz erakutsi.
16655	L103638	venditor, -ōris, m.: saltzaile; tratulari, tratuan aritzen den(a) (vestrae dignitatis: zuen duintasunarekin).
16656	L103639	venditum, -i, n.: salmenta.
16657	L103640	vendo, -didi, -ditum 3: saldu (aliquid alicui: zerbait norbaiti; recte: garesti; male: merke; pluris: garestiago; minoris: merkeago; grandi pecunia: oso garesti); alokatu, errentan eman; eskaini, gomendatu, jendaurrean laudatu. —[garai klasikoan, forma pasibo bi baino ez dira erabiltzen: venditus eta vendendus; gainerakoetarako veneo erabiltzen da.]
16658	L103641	venēfica, -ae, f.: belagile, pozoitzaile, sorgin [emakumezkoa].
16659	L103642	venēficium, -i, n.: pozoitze; edabe; edabe magiko; sorginkeria, aztikeria.
16660	L103643	venēficus, -a, -um:magiko; pozoitsu; sorgintzaile.
16661	L103644	venēficus, -i, m.: azti, belagile, pozoitzaile [gizonezkoa].
16662	L103645	venēnārius, -i, m.: pozoitzaile.
16663	L103646	venēnātus, -a, -um: pozoitu(a); pozoitsu; sorgindu(a), magiko (v. virga: hagaxka magikoa).
16664	L103647	venēnifer, -fera, -ferum: pozoitsu, edentsu.
16665	L103648	venēno 1: pozoitu, edendu.
16666	L103649	venēnum, -i, n.: droga (kimikan edo farmazian erabiltzen den gaia); pozoi, eden; edabe, edari magiko; tindu; kosmetiko, krema.
16667	L103650	vēneo, vēnii, —irr., intr.: saldua izan (a praetore: pretoreak; sub corona: enkante publikoan; multo maioris: askoz garestiago); alokatua izan (quanti: zenbatean; quam magno: zer preziotan).
16668	L103651	venerābilis, -e: agurgarri, ohoragarri, errespetagarri; adeitsu, errespetuzko (in aliquem: norbaitekin).
16669	L103652	venerābundus, -a, -um: adeitsu, begirunetsu.
16670	L103653	venerātio, -ōnis, f.: mirespen, gorazarre, begirune; gurtza.
16671	L103654	venerātor, -ōris, m.: gorazarregile, ohoratzaile, begirunea agertzen duen(a), gurtzaile.
16672	L103655	venereus edo -ius, -a, -um: Venusi dagonion(a), Venusen, maitasunari dagokion(a) (homo v.: gizon maitabera, gizon emakumezale.
16673	L103656	Venerius, -i,m.: Venusen tenpluko esklaboa; Venusen dado-jaurtialdia[zori oneneko jokaldia dado-jokoan]
16674	L103657	veneror 1: ohoratu, ondratu, gorazarre egin, begirunea agertu; beneratu, gurtu; premiaz eskatu, erregutu.
16675	L103658	vēni: perf., ikus venio
16676	L103659	venia, -ae, f.: barkaberatasun, borondate on (bonā veniā edo bona cum venia: borondate onez, barkaberatasunez); grazia, mesede, baimen; barkamen (errati: hutsegitearena).
16677	L103660	venio, vēni, ventum 4: etorri, joan, iritsi (Delum Athenis: Atenastik Delosera; ad aliquem ad cenam: norbaiten etxera afaltzera; auxilio alicui: norbaiti laguntzera; oratum: otoitz egitera); itzuli (Romam: Erromara); etorri, sortu (uvae: mahatsak); igaro (gai batetik beste batera); jazo, gertatu (haec ubi venerint: hau gerta dadinean); egokitu, tokatu (Ptolomeo Aegyptus sorte venit: Egipto Ptolomeori egokitu zitzaion zozketan); eraso, auzia ipini (contra alienos: arrotz batzuen kontra); -ra iritsi, -n bukatu (in potestatem hostium v.: etsaien eskuetan bukatu; ad nihilum v: ezerezean maiatu; venit in contemptionem utrum...: eztabaidatu da ea...).
16678	L103661	vēnor 1: ehizatu, ehizan ibili, -en atzetik joan (venatum ire: ehizara joan); bilatu, ikertu.
16679	L103662	venter, -tris, m.: sabel; sabeleko haur; jatuntasun, sabelkeria; hesteak.
16680	L103663	ventilātor, -ōris, m.: malabarista, prestidigitadore.
16681	L103664	ventilo 1: airean astindu, airean eragin; haizatu; egurastu; haizea eman, haize egin, freskatu; astindu, eragin; kitzikatu, zirikatu.
16682	L103665	ventito 1: sarri joan, sarri etorri; joan ohi izan, etorri ohi izan.
16683	L103666	ventōsus, -a, -um: haizetsu; haizealdeko, haizetara dagoen(a); gorabeheratsu; haizea bezain bizkor, haizea bezain arin; harro, handinahi, harroputz, haizeputz; haizebelats, aldabera, aldakor.
16684	L103667	ventriculus, -i, m.: urdail; bentrikulu.
16685	L103668	ventulus, -i, m.: haize kirri, haizetxo; haize pixka bat (ventulum facere alicui: haize pixka bat eman norbaiti abanikoarekin).
16686	L103669	ventus, -a, -um: pp., ikus venio
16687	L103670	ventus, -i, m.: haize (secundus edo ferens: aldekoa); ekaitz; aldeko indar, aldeko joera; joera.
16688	L103671	vēnūcula, -ae, f.: mahats mota bat (berandukoa, negu osoan gorde ahal zena ontzietan sartuta).
16689	L103672	vēnula, -ae, f.: zaintxo.
16690	L103673	vēnumdo, -dedi, -datum 1: salgai jarri, saldu.
16691	L103674	vēnus, -i, m.: salmenta [lokuzio jakin batzuetan bakarrik erabiltzen da] (venum dare: saldu; venum ire: saldua izan; veno dare aliquid alicui: zerbait saldu norbaiti; veno exercere aliquid: zerbaiten salerosketan ibili; posita veno: salgai jarriak).
16692	L103675	venus, -eris, f.: xarma, grazia, edertasun, adeitasun; zori oneneko dadoa [dado-jokoan]
16693	L103676	venustās, -ātis, f.: edertasun, liraintasun, xarma, grazia; zolitasun, zorroztasun [estiloan]; poz handi, bozkario.
16694	L103677	venustus, -a, -um: eder, dotore; xarmagarri, adeitsu, atsegin; zorrotz, dotore [estiloa]
16695	L103678	vēpallidus, -a, -um: oso zurbil.
16696	L103679	veprēcula, -ae, f.: sasi txiki.
16697	L103680	veprēs, -is[eskuarki pl.: vepres, -ium], m.: sasi, lahar.
16698	L103681	vēr, vēris, n.: udaberri (vere primo edo novo: udaberria hastean; ver sacrum: lehen fruituen eskaintza); gaztaro.
16699	L103682	vērātrum, -i, n.: otsababa zuri [landarea].
16700	L103683	vērax, -ācis: egiazko, benetako.
16701	L103684	verbēnae, -ārum, f. pl.: landare sorta sakratu;olibondo sorta edo mirto sorta [apaizek sakrifizioetan eramaten zutena]; ereinotzaren, olibondoaren, altzifrearen eta abarren hosto eta adar guriak, zeinak fezialek buruan eramaten baitzituzten ekitaldi batzuetan.
16702	L103685	verbēnātus, -a, -um: belar sakratuz koroatu(a).
16703	L103686	verber, -eris, n.: kolpe, talka; zigorrada; uhal.
16704	L103687	verberātio, -ōnis, f.: zigortze, zehatze; zigorradekiko zigor.
16705	L103688	verbero 1: zigorrez jo, zigorkatu, zehatu, kolpekatu, jo (Mutinam tormentis v.: gerra-makinaz tirokatu Modenaren aurka); jipoitu, astindu.
16706	L103689	verbero, -ōnis, f.: zigorradak merezi dituen(a), frikun, alproja, arlote.
16707	L103690	verbōsus, -a, -um: hitz askoko, eletsu, berritsu, astun-luze.
16708	L103691	verbum, -i, n.: hitz, berba (verba facere: hitz egin, hitzaldi bat eman; verbo: hitz bakar batez; hitzez; uno verbo: hitz batean; ad verbum, e, de edo pro verbo: hitzez hitz; verbi causa edo gratia: adibidez; meis, tuis, alicuius verbis: nire izenean edo nire partez, zure partez, etab.; dare verba: norbaiti hitz hutsak eman, norbaiti iruzur egin); esamolde, adierazpide; esaera, atsotitz; irain; aditz.
16709	L103692	vērē, adb.: egiazki, benetan (libentius quam verius: egia baino gustu gehiagorekin).
16710	L103693	verēcundē, adb.: zuhurtasunez, diskrezioz, lotsaz, ahalkez, apaltasunez.
16711	L103694	verēcundia, -ae, f.: begirune, errespetu (legum: legeekikoa); lotsa, ahalke, herabe, beldur; apaltasun, diskrezio, leuntasun; benerazio, beldur (deorum: jainkoen beldur); lotsa, duintasun (verecundiae erat: duintasun-kontua zen).
16712	L103695	verēcundor 1: lotsatu, lotsa sentitu; ez ausartu.
16713	L103696	verēcundus, -a, -um: lotsati, lotsakor, apal, uzkur.
16714	L103697	verendus, -a, -um: beneragarri, errespetagarri; beldurgarri; — pl.: lotsagarri, lizun.
16715	L103698	vereor 2: beldur izan (hostem: beldurra izan etsaiari, etsaiaren beldur izan; interficere v.: heriotza emateko beldur izan; ne: -t(z)eko; ne non edo ut: ez -t(z)eko); begirunea izan, errespetatu (aliquem v.: norbait errespetatu, norbaiti begirunea izan; tui testimonii v.: zure testigantza errespetatu, zure testigantzari begirunea izan; metuebant eum servi, verebantur liberi: beldurra zioten esklaboek eta semealabek begirunea).
16716	L103699	vergo, —, — 3: makurturik egon, okerturik egon, biraturik egon, -ra begira egon, -rantz hedatu, kokaturik egon (ad flumen v.: ibaiaren ondoan kokaturik egon; vergitad septemtriones: Iparrerantz hedatzen da); gainbeheratu (eguna); hurreratu; bota (sibi venenum v.: norberarentzat pozoia bota, nork bere burua pozoitu).
16717	L103700	vergobretus, -i, m.: vergobreto (heduarren magistratu gorena).
16718	L103701	vēridicus, -a, -um: benetako, egiazko.
16719	L103702	vēriloquium, -i, n.: etimologia.
16720	L103703	vērisimilis, -e: egiantzeko, sinesgarri.
16721	L103704	vērisimilitūdo, -inis, f.: egiantzekotasun, sinesgarritasun.
16722	L103705	vēritās, -ātis, f.: egia; errealitate (ex veritate: errealitatearekin bat; in veritate dicere: benetako foroan hitz egin (ez jardun erretoriko hutsagatik); homines expertes veritatis: auzitegi-praktikarik gabeko gizonak); egiazaletasun, egiazkotasun; zintzotasun, zuzentasun, inpartzialtasun.
16723	L103706	vermiculātus, -a, -um: bermiforme, zizare-itxurako (mosaiko-lana).
16724	L103707	vermiculus, -i, m.: zizaretxo, hartxo.
16725	L103708	vermina, -um, n.: espasmoak, konbultsioak; min bortitzak; gorputz-ikara, gorputz-dardara.
16726	L103709	verminātio, -ōnis, f.: min handi; azkura.
16727	L103710	vermino eta-or 1: harrak jo; harjota egon, harrak jota egon; min izan; min handiak edo azkura sentitu.
16728	L103711	vermis, -is, m.: har, zizare.
16729	L103712	verna, -ae, m. [gutxitan f.]: nagusiaren etxean jaiotako esklabo; bufoi; indigena.
16730	L103713	vernāculus, -a, -um: etxean jaiotako esklaboari dagokion(a); etxeko, herriko, bertako, indigen, gure etxeko, gure herrialdeko.
16731	L103714	vernīlis, -e: etxean jaiotako esklaboari dagokion(a), esklabo-; mendekotasunezko, mirabekeriazko, otzan, gizon libreari ez dagokion(a); bufoi, lotsagabe, oies.
16732	L103715	vernīlitās, -ātis, f.: mirabekeria, mendekotasun, otzantasun.
16733	L103716	vernīliter, adb.: esklaboen moduan; mirabekeriaz, mendekotasunez, otzantasunez.
16734	L103717	verno 1: udaberrian izan, suspertu, erne, loratu, berdetu; txorrotxio egin, txiotxio egin, txioka ari izan.
16735	L103718	vernula, -ae, m. eta f.: nagusiaren etxean jaiotako esklabo gazte.
16736	L103719	vernus, -a, -um: udaberriko, udaberri-.
16737	L103720	vērō, adb.: egiaz, egiazki, benetan; are, are gehiago; ea bada!; [erantzunetan] bai, hain zuzen ere; — konj.: baina, bestalde; -i dagokionez (ego vero: niri dagokidanez).
16738	L103721	verpus, -i, m.: erdaindu(a), zirkunzidatu(a).
16739	L103722	verrēs, -is, m.: ordots, txerri.
16740	L103723	verrīnus, -a, -um: txerriari dagokion(a), txerriaren, txerri-.
16741	L103724	verro, —, versum 3: erraztatu; arrastatu; doi-doi ukitu; ildaskatu, ildoak egin; bildu, nork berekin eraman; bultzatu, mugiarazi.
16742	L103725	verrūca, -ae, f.: garatxo, kalitxa; gorputzeko akats txiki; orin, orezta.
16743	L103726	verrūcōsus, -a, -um: garatxoa duen(a), garatxoak dituen(a), garatxodun, kalitxadun, garatxotsu, kalitxatsu.
16744	L103727	verrunco 1: -rako izan, ekarri (bene populo v.: herriaren onerako izan, herriaren ona ekarri).
16745	L103728	versābilis, -e: mugikor, mugigarri; ezegonkor, aldakor.
16746	L103729	versābundus, -a, -um: birakari.
16747	L103730	versātilis, -e: mugikor; moldakor, moldatzen den(a), egokitzen den(a).
16748	L103731	versātio, -ōnis, f.: biratze, biraketa; aldaketa, mudantza.
16749	L103732	versicolor, -ōris: kolorea aldatzen duen(a), islak sortzen dituen(a); askotariko koloreak dituen(a), kolore nabarreko.
16750	L103733	versiculus, -i, m.: lerro labur; silaba gutxiko bertso-lerro.
16751	L103734	verso 1: birarazi, irauli; itzuli, zuzendu (lumina v.: begiak itzuli; lumina suprema v.: azken begirada zuzendu, hil); nahasi (sortem urnā: zorte-bolak ontzian); goldatu; batera eta bestera mugitu (vinclorum inmensa volumina: uhalez egindako otarre izugarriak; sinuosa volumina v.: (sugearen) kiribilak sigi-sagan mugitu); erabili (versate exemplaria Graeca nocturnā, diurnā manu: erabil itzazue egunez eta gauez greziar ereduak); gidatu, mugiarazi (oves: ardiak bazkatzera eraman); currum v.: zalgurdia gidatu); nahaspilatu (domum: etxea); jazarri, esetsi, eraso; erakutsi, aurkeztu (eadem multis modis: gauza bera modu askotan); zorrozki interpretatu, azaldu; konbentzitzen ahalegindu, irabazten saiatu (animum militum: soldaduen adorea); aztertu, gogoan erabili, gogoeta egin (novas artes: amarru berriei buruz); bultzatu, eragin (pectora: bihotzei); aztoratu, asaldatu; se versare: itzuli, nahasi, iraulkarazi.
16752	L103735	versor 1: bira egin, biratu, biraka ibili, mugitu, (mundum versatur circum axem: munduak bere ardatzaren inguruan biratzen du; versari lecto: ohean biraka ibili); bizi izan, egon, gelditu (v. ad solarium: foroko eguzki-erlojuaren ondoan gelditu; v. in campo: landa-eremuan bizi); egon (in timore: beldurrez; in oculis: bistara; alicui ob oculos v.: norbaiten aurrean egon, bertan dagoen); existitu, egon (versatur magnus error: akats handi bat dago); ari izan, -n parte hartu, aritu (in ingenuis artibus v.: arte liberaletan aritu); nahasita egon, konprometituta egon (in aliqua re: zerbaiten); izan (in perfacili cognitione: ezagutzeko oso erraza; in summa severitate: gogortasun handikoa; vos hospites in hac urbe versamini?: arrotzak zarete hiri honetan?); ibili (semper inter arma: beti arma artean); ezagutzera eman; trebatu; -z aritu, jardun, eztabaidatu (circa res omnes: gauza guztiei buruz).
16753	L103736	versum, adb. eta prep.: ikus versus.
16754	L103737	versūra, -ae, f.: biratze; biratzeko leku; kantoi, zoko; kreditu, mailegu (versura solvere edo dissolvere: zor bat ordaindu mailegu batekin, zulo bat egin beste bat estaltzeko; versuram facere ab Epicuro: Epikurorengandik hartu, Epikuro plagiatu).
16755	L103738	versus [eta versum], adb. eta prep.: -rantz [sustatiboaren atzean jartzen da, zeinaren aurrean in edo ad jartzen baita, hiri-izenekin izan ezik] (in forum v.: fororantz; ad Oceanum v.: Ozeanorantz; Romam v.: Erromarantz).
16756	L103739	versus, -a, -um: pp., ikus verto eta verro
16757	L103740	versus, -ūs, m.: ildo; ilara; lerro; bertso-lerro.
16758	L103741	versūtia, -ae, f.: maltzurkeria, arte.
16759	L103742	versūtiloquus, -a, -um: hitz egiten artetsu (v. malitiae: hitz egiten artetsu eta gezurti).
16760	L103743	versūtus, -a, -um: maltzur, amarrutsu, artetsu.
16761	L103744	vertebra, -ae, f.: orno, artikulazio.
16762	L103745	vertex, -icis, m.: zurrunbilo, zirimola; zutabe (ignens: suzkoa); erpin, buruaren zati garaiena; buru; polo; gailur, tontor, goragune, adaburu (quercus v.: arte baten adaburua; a vertice: goitik; brankatik); garaiena, handiena, maila gorena (vertices dolorum: minetan handiena).
16763	L103746	verticōsus, -a, -um: nahasi, zurrunbiloz bete(a).
16764	L103747	vertigo, -inis, f.: mugimendu zirkular; bertigo, zorabio.
16765	L103748	verto, verti, versum 3: itzuli, biratu (ora in aliquem: aurpegia norbaitengana; hostes in fugam v.: etsaiei ihes eginarazi; agmina v.: armada garaitu, borrokatu; Philippis versa acies retro: Filiposeko armada garaitua, Filiposen galdutako borroka; v. iter retro: atzera egin, erretiratu; v. retro: atzera egitera behartu; v. terga edo v. se edo v.: bizkarra eman, ihes egin; versus in edo ad: kokatu(a), -i begira dagoen(a), -ra ematen duen(a), -rantz doan(a)); joan, zuzendu (verti me a Minturnis Arpinum versus: Minturnotik Arpinorantz joan nintzen; v. cursus: norabidea zuzendu); desbideratu (flumina: ibaiak); erakarri (in se studia civium: bere alde herritarren gogoa); erabili (venena in alium: pozoiak beste baten aurka; v. pecuniam ad se: diruaz jabetu); bihurtu (in suam contumeliam: bere irain; in crimen v.: krimentzat hartu; alicui aliquid vitio v.: biziotzat leporatu zerbait norbaiti); bukatu (ongi edo gaizki); emaitza ona edo txarra eman, on egin edo gaitz egin (quod nec bene vertat: zeinak gaitz egingo ahal dio); egotzi (ad legatos: legatuei); aldatu (v. solum: lurrez aldatu, erbesteratuta irten); transformatu, eraldatu [baita pasiboan ere] (omnia vertuntur; guztia aldatzen da); itzuli (hizkuntza batetik bestera); irauli (terram aratro: lurra goldearekin); astindu, kolpekatu; hasi (cadum: barrika bat); hustu (crateras: kopak); lurrera bota (fraxinos: lizarrak); hondamenera eraman (omnia: guztia); suntsitu, desegin, indargabetu; — pas.: vertor: bira egin, biratu; etzan, erori; pasatu (denbora); -i egon (in iure, in quo causa illa vertebatur: prozesu horri zegokion zuzenbidean); egon (in maiori discrimine: arrisku handian); -en esku egon (in unius potestate: bakar baten eraginpean); -i buruz izan (circa hanc rem: honi buruz); erabaki (ibi summam rerum bellique verti: han Estatuaren eta gerraren zori gorena erabakitzen zela); eztabaidatu (vertebatur utrum: eztabaidatzen zen ea, kontua zen ea...).
16766	L103749	veru, -ūs, n.: burruntzi; dardo, lantza motz.
16767	L103750	vērum, adb.: benetan, egiaz; egiazki; — konj.: baina, baizik eta; non modo (solum, tantum)... verum etiam: ez ezik... (baita)... ere, ez ezik... ere bai, ez bakarrik ... baita ... ere, ez soilik... baizik eta baita... ere; verum enim vero: baina egiaz.
16768	L103751	vērum, -i, n.: egia.
16769	L103752	vērumtamen, adb.: baina hala ere, baina.
16770	L103753	vērus, -a, -um: egiazko, benetako, oinarridun; natural, zintzo; justu, arrazoizko, egoki; zehatz.
16771	L103754	verūtum, -i, n.: azkon, dardo.
16772	L103755	verūtus, -a, -um: azkonez armatu(a).
16773	L103756	vervex, -ēcis, m.: ahari; lerdo, ergel.
16774	L103757	vēsānia, -ae, f.: erotasun, zorotasun, amorru bizi, eldarnio, burugabekeria.
16775	L103758	vēsāniens, -entis: ero, zoro, furfuriatsu.
16776	L103759	vēsānus, -a, -um: bere senean ez dagoen(a), ero, zoro, burugabe; itzel, berebiziko, bortitz, oldartsu (gauzak, sentimenduak, egoerak... ez pertsonak).
16777	L103760	vescor, —, — 3: elikatu (lacte: esnez); jan; mokadu bat jan (ante cenam: afaldu baino lehen); gozatu, atsegin hartu (aura etheria v.: aire etereoaz gozatu, arnasa hartu, bizi).
16778	L103761	vescus, -a, -um: jaten duen(a), jatun (vescum sal: ukitzen duena jaten duen gatza; vescum papaver: lurra elkortzen duen lo-belarra); argal, mehe, txiki, akitu(a).
16779	L103762	vēsīca, -ae, f.: maskuri, puxika; pikor, pikorta, pinporta, bixika, handitsu, handitu, baba, urbatu, maskuilo; garau; larruzko objektu, zorro, poltsa.
16780	L103763	vēsīcula, -ae, f.: maskuri txiki, maskuritxo, puxikatxo; leka txiki, lekatxo.
16781	L103764	vespa, -ae, f.: liztor.
16782	L103765	vesper, eri (arraroa eris), m.: arratsalde, arrastiri, ilunabar(vespere edo vesperi: arratsaldean; sub vesperum: arrastirian, iluntzean; primo vespere: gaua egitean; dies vesper erat: arratsaldea zen; de vesperi suo vivere: bere erara bizi izan); mendebalde; Vesper (arratseko izar nagusia, Venus planetaren pertsonifikazioa, Greziako Hesperori dagokiona);
16783	L103766	vespera, -ae, f.: arratsalde; ad vesperam: arrastirian, iluntzean.
16784	L103767	vesperasco, —, — 3: gaua hurbildu, ilundu (vesperascente caelo edo vesperascente iam die: jada gaua hurbiltzen dela, arrastirian); vesperascit[inperts.]: berandutzen ari da, eguna erortzen ari da.
16785	L103768	vespertīlio, -ōnis, m.: saguzar, gauenara.
16786	L103769	vespertīnus, -a, -um: arratsaldeko, arratseko (vespertinae litterae: arratsaldez jasotako gutuna); mendebaldeko.
16787	L103770	vesperūgo, -inis, f.: arratseko izar.
16788	L103771	vespillo, -ōnis, m.: behartsuen ehorzle.
16789	L103772	vester, -tra, -trum: zuen.
16790	L103773	vestibulum, -i, n.: atari, atondo; sarrera; hasiera.
16791	L103774	vestīgātor, -ōris, m.: aztarnari, ikertzaile; espioi; ehiza-txakur, untxari.
16792	L103775	vestīgium, -i, n.: oinazpi, hankazpi; aztarna, oinatz, hanka-arrasto, pauso; arrasto, aztarna; marka, seinale; toki, leku, posizio (eodem vestigio remanere: toki berean egon); hondar, errauts, hondakin (huius urbis: hiri honetakoak); une, memento, momentu, puntu (e vestigio: berehala).
16793	L103776	vestīgo 1: usnatu, arrastoari segitu (virum: gizonarenari); bilatu, ikertu, aztertu; estalgabetu, aurkitu.
16794	L103777	vestīmentum, -i, n.: soineko; estalki, tapiz.
16795	L103778	vestio 4: jantzi (animantes villis v.: animaliak ilez jantzi); estali, babestu (oculos membranis: begiak mintzekin; Taburnum oleā v.: Taburno mendia olibondoz estali, olibondoak landatu Taburno mendian); hornitu, apaindu (iis tabulis parietes vestiebantur: margolan haiekin apaindurik zeuden hormak).
16796	L103779	vestis, -is, f.: jantzi, arropa, soineko; ohe-estalki, ohazal; belo; bizar, bilo; azal (sugearena); amaraun, armiarma-sare.
16797	L103780	vestītus, -ūs, m.: jantzi, janzki (riparum vestitus viridissimi: erriberetako jantzi berdeak, erriberen berdetasuna); apaindura (orationis: mintzaldiarena).
16798	L103781	veterāmentārius, -a, -um: gauza zaharrei dagokien(a), gaua zaharrekin ibiltzen den(a), zahar- (sutor v.: zapata-konpontzaile).
16799	L103782	veterānus, -a, -um: zahar; beterano (veterani milites: soldadu beteranoak; legiones veteranae: beteranoz osaturiko legioak).
16800	L103783	veterārius, -a, -um: zahar, urtetsu (vina veteraria: ardo urtetsuak).
16801	L103784	veterātor, -ōris, m.: leku batean luzaroan egon den(a), eskarmentu handia duen(a), eskarmentu handiko, praktika handia duen(a), praktika handiko; maltzur, azeri.
16802	L103785	veterātōriē, adb.: trebetasunez, trebeziaz.
16803	L103786	veterātōrius, -a, -um: eskarmentu handiko, praktika handiko, trebe; burutsu, zuhur, erne, maltzur.
16804	L103787	veterīnus, -a, -um: gurdi-abereei dagokien(a),gurdi-abereen, zamabereei dagokien(a),zamabere-; -ae, -ārum, f.: zamabereak, gurdi-abereak.
16805	L103788	veternōsus, -a, -um: lokartu(a), lozorrotu(a); adigabe, nor bere baitan bildu(a); gogogabe, geldo, nagi, herbal.
16806	L103789	veternus, -i, m.: zahartza, zahartzaro; zaharkinak, gauza zaharrak; burtzoro, lozorro, logura, logale; utzikeria, nagikeria.
16807	L103790	vetitum, -i, n.: debekatu(a); debeku.
16808	L103791	veto, -ui, -itum 1: debekatu, galarazi, eragotzi (v. delinquere: delitu egitea galarazi; v. ne quis + subj.: debekatu inor ere ...-t(z)ea / euskarazko subj.); kontra agertu, aurka egin, betoa ezarri.
16809	L103792	vetulus, -a, -um: zahar samar, nahiko zahar, zahartxo, zaharxe.
16810	L103793	vetus, -eris[konp. veterior(klas. vetustior), superl. veterrimus]: zahar, agure, adindu, urtetsu, antzinako.
16811	L103794	vetustās, -ātis, f.: zahartasun, antzinatasun, zahartzaro, zahardade; garai zaharrak, antzinako garai, iragan (historia nuntia vetustatis: historia iraganaren mezulari); iraupen luze, aspaldiko izate (coniuncti vetustate: harremanen aspaldikotasunagatik lotuta); denbora, adin (ceteri dolores mitigantur vetustate: gainerako minak denborarekin arintzen dira); gero, etorkizun (de me nulla unquam obmutescet vetustas: etorkizunak ez du ezer esan gabe utziko inoiz nitaz, etorkizunak beti hitz egingo du nitaz).
16812	L103795	vetustus, -a, -um: oso zahar, zahar, antzinako; urtetsu, zaharkitu(a); arkaiko.
16813	L103796	vexāmen, -inis, f.: zirrara, hunkipen, astindu.
16814	L103797	vexātio, -ōnis, f.: zirrara, hunkipen, astindu; neke, min, oinaze, sufrimendu; irain, laido, nekarazte, jazarpen, esetsaldi, gaizki tratatze, tratu txarrak.
16815	L103798	vexātor, -ōris, m.: iraintzen duen(a), jazarle, borrero (urbis v.: hiriaren zoritxarra).
16816	L103799	vexi: perf., ikus veho
16817	L103800	vexillārii, -ōrum, m.: estandartedunak (erreserbako taldea, beteranoz osatua, bere estandartearekin joaten zena, legioetatik bereizita).
16818	L103801	vexillārius, -i, m.: banderadun, estandartedun.
16819	L103802	vexillātio, -ōnis, f.: estandartedunen destakamentu.
16820	L103803	vexillum, -i, n.: bandera, zutoihal, estandarte, ikur; destakamentu; bandera bati dagokion tropatalde.
16821	L103804	vexo 1: oinazetu, oinaztatu, jazarri, esetsi, gogait eragin, dardararazi, alde batetik bestera bultzatu, tratu txarrak eman; astindu, inarrosi, hunkitu; iraindu, eraso; arpilatu, kalte handiak eragin.
16822	L103805	via, -ae, f.: bide (tota via errare: bete-betean erratu; viā ire: bide zuzenetik joan); kale; igarobide , arnasbide, elikadura-bide; pitzadura, arraildura, arrakala, irteera; bidaia, ibilaldi (inter viam: bidean, bidaian); bitarteko, modu, metodo, arau (v. vivendi: jokabide; viā dicere: modu metodikoan hitz egin, era ordenatuan hitz egin); — genitivo viāi.
16823	L103806	viārius, -a, -um: bideei dagokien(a), bideetako, bide-.
16824	L103807	viāticum, -i, n.: biderako hornikuntza, bidaiarako janari, harrapakinetik hartutako diru, soldaduek gerran aurreztutako diru; biatiko.
16825	L103808	viāticus, a um: bidaiari dagokion(a), bidaiako, bidaia- (viatica cena: agur-otordu [bidaia luzetik etortzean edo bidaia luzera joatean agurtzeko]).
16826	L103809	viātor, -ōris, m.: bidaiari, ibiltari; mezulari ofizial.
16827	L103810	vībex [eta-ix], -īcis, f.: ubeldura, uspeldura, ubeldu, beltzune (kolpe batek eragindakoa).
16828	L103811	vibro 1: astindu, eragin, mugitu, inarrosi, astindu, dantzan erabili (vibrabant flamina vestes: jantziak dantzan zerabiltzan haizeak); ikara egin, dardaratu (vibrari membra videres: gorputz-adarrak ikaraz ikusiko zenituzke, gorputz-adarrak konbultsioz inarrosten ikusiko zenituzke); dardara eragin, mugimendu dardarti bat eragin (astas: lantzei); [poet.] jaurti (vibratus ab aethere fulgor: zerutik jaurtitako tximista bat); kizkurtu (crines vibrati: ile kizkurrak); pindartu, distiratu, dir-dir egin; soinu akutu bat egin, soinu dardarkari bat egin; indarra izan, sarkorra izan.
16829	L103812	vīburnum, -i, n.: gaukar (Viburnum opulus zuhaixka)
16830	L103813	vicānus, -a, -um: baserritar.
